chain,token_address,amount,amount_mantissa
mainnet,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,2433.262507259939906071,2433262507259939906071
mainnet,0xd33526068d116ce69f19a9ee46f0bd304f21a51f,786.17980589805755451,786179805898057554510
mainnet,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,4033.452457,4033452457
