chain,total_fees_collected,total_fees_earned_twap,noncore_fees,noncore_to_dao,noncore_to_vebal,noncore_to_beets,dao_share_pct,vebal_share_pct,beets_share_pct
arbitrum,1309.9669,586.1646,723.8022,126.6654,597.1368,0.0000,17.50,82.50,0.00
polygon,11445.0121,0,11445.0121,2002.8771,9442.1349,0.0000,17.50,82.50,0.00
base,335.0569,146.7194,188.3375,32.9591,155.3784,0.0000,17.50,82.50,0.00
optimism,354.9876,55.2980,299.6897,26.2228,123.6220,149.8448,17.50,82.50,50.00
gnosis,1531.4087,86.2588,1445.1499,252.9012,1192.2487,0.0000,17.50,82.50,0.00
mainnet,16673.6283,116.4241,0.0000,0.0000,0.0000,0.0000,17.50,82.50,0.00
