pool_id,chain,symbol,bpt_price,earned_fees,fees_to_vebal,fees_to_dao,total_incentives,aura_incentives,bal_incentives,redirected_incentives,reroute_incentives,last_join_exit
0x85b2b559bc2d21104c4defdd6efca8a20343361d,mainnet,Aave GHO/USDT/USDC,0.0000,7712.4531,964.0566,1349.6793,6525.7060,4395.8467,2129.8593,1126.9888,0,0
0xc4ce391d82d164c166df9c8336ddf84206b2f812,mainnet,Aave Lido wETH-wstETH,0.0000,1584.8376,198.1047,277.3466,1340.9721,903.3057,437.6663,231.5858,0,0
0x57c23c58b1d8c3292c15becf07c62c5c52457a42,mainnet,osETH-waWETH,0.0000,529.7833,66.2229,92.7121,0.0000,0.0000,0.0000,-370.8483,0,0
0x121edb0badc036f5fc610d015ee14093c142313b,mainnet,rstETH-Lido wstETH,0.0000,300.9650,37.6206,52.6689,0.0000,0.0000,0.0000,-210.6755,0,0
0x10a04efba5b880e169920fd4348527c64fb29d4d,mainnet,B-csUSDC-csUSDL,0.0000,281.7210,35.2151,49.3012,0.0000,0.0000,0.0000,-197.2047,0,0
0x9ed5175aecb6653c1bdaa19793c16fd74fbeeb37,mainnet,Surge tETH-Lido wstETH,0.0000,262.5848,32.8231,45.9523,0.0000,0.0000,0.0000,-183.8094,0,0
0x64b84023cfe8397df83c67eaccc2c03ecda4aee5,mainnet,Aave PyUSD-Lido GHO,0.0000,229.7147,28.7143,40.2001,0.0000,0.0000,0.0000,-160.8003,0,0
0x4ab7ab316d43345009b2140e0580b072eec7df16,mainnet,ETHx waWETH,0.0000,207.2495,25.9062,36.2687,0.0000,0.0000,0.0000,-145.0747,0,0
0x6b31a94029fd7840d780191b6d63fa0d269bd883,mainnet,Surge Fluid wstETH-wETH,0.0000,47.5921,5.9490,8.3286,0.0000,0.0000,0.0000,-33.3145,0,0
0xf028ac624074d6793c36dc8a06ecec0f5a39a718,mainnet,Steak USDR-USDQ-USDT,0.0000,30.9053,3.8632,5.4084,0.0000,0.0000,0.0000,-21.6337,0,0
0x2f0508c56cfc35499f79f818dfc34113fe7f6d50,mainnet,Surge slpUSD-aUSDC,0.0000,29.7488,3.7186,5.2060,0.0000,0.0000,0.0000,-20.8242,0,0
0x2b261c98a81cfda61bee7bfcf941a3d336be7957,mainnet,Surge slpETH-gtWETHe,0.0000,20.5563,2.5695,3.5974,0.0000,0.0000,0.0000,-14.3894,0,0
0xd1d7fa8871d84d0e77020fc28b7cd5718c446522,gnosis,aGNO/sDAI,0.0000,660.4777,82.5597,115.5836,462.3344,0.0000,462.3344,0.0000,0,0
0x272d6be442e30d7c87390edeb9b96f1e84cecd8d,gnosis,50waWstETH-50waGNO,0.0000,222.1165,27.7646,38.8704,155.4816,0.0000,155.4816,0.0000,0,0
0x6e6bb18449fcf15b79efa2cfa70acf7593088029,gnosis,waWstETH-waWETH,0.0000,204.2559,25.5320,35.7448,142.9791,0.0000,142.9791,0.0000,0,0
0x7ab124ec4029316c2a42f713828ddf2a192b36db,base,Aave USDC-Aave GHO,0.0000,1836.1819,229.5227,321.3318,1946.5725,1311.2504,635.3222,661.2452,0,0
0x5b14ce8de84448e9a6f6af652af318472aa4fcaf,base,Aave GHO-USR,0.0000,560.5946,70.0743,98.1041,0.0000,0.0000,0.0000,-392.4162,0,0
0xb5bfb5adb736ea852bd58fec71db3b356c2a3938,base,Aave wstETH-ezETH,0.0000,253.4821,31.6853,44.3594,0.0000,0.0000,0.0000,-177.4375,0,0
0x9ab907fb3e098103ca048ad26e501bf7b3dfa3eb,base,Surge Aave EURC-GHO,0.0000,96.6169,12.0771,16.9080,0.0000,0.0000,0.0000,-67.6318,0,0
0xacba78d745faae7751c09489d5f15a26eb27f1ad,base,Aave wstETH-wETH,0.0000,33.9423,4.2428,5.9399,0.0000,0.0000,0.0000,-23.7596,0,0
0x19b001e6bc2d89154c18e2216eec5c8c6047b6d8,arbitrum,Aave GHO/USDT/USDC,0.0000,815.8502,101.9813,142.7738,1181.4540,0.0000,1181.4540,610.3588,0,0
0xc2b0d1a1b4cdda10185859b5a5c543024c2df869,arbitrum,Surge sUSDX USDX aUSDT,0.0000,256.4438,32.0555,44.8777,0.0000,0.0000,0.0000,-179.5107,0,0
0xa0e5e7728e026bde02810d255a6b94a9aa47b5f9,arbitrum,Gyro eBTC-Aave USDCn,0.0000,254.3113,31.7889,44.5045,0.0000,0.0000,0.0000,-178.0179,0,0
0x10f9e54aeea2fefa124238087dcfd919ba32f14d,arbitrum,Surge eBTC-Aave WBTC,0.0000,147.9801,18.4975,25.8965,0.0000,0.0000,0.0000,-103.5861,0,0
0x2ece6781bace5e37386adef7a3d45d0bb05f8fce,arbitrum,Surge orbETH-Aave wETH,0.0000,84.0989,10.5124,14.7173,0.0000,0.0000,0.0000,-58.8692,0,0
0xc072880e1bc0bcddc99db882c7f3e7a839281cf4,arbitrum,Aave wstETH-wETH,0.0000,41.8522,5.2315,7.3241,0.0000,0.0000,0.0000,-29.2965,0,0
0x7abe8caa137cdb2490a9fa9f8be70cfbb0ff8652,arbitrum,yUSD-AaveUSDC,0.0000,36.1503,4.5188,6.3263,0.0000,0.0000,0.0000,-25.3052,0,0
0x9c5f17d96ca66748b459788148b7357220f2d100,arbitrum,Aave wstETH/ezETH,0.0000,34.2101,4.2763,5.9868,0.0000,0.0000,0.0000,-23.9471,0,0
0x1a36195044abbad8807ceea78ec645c0c5d09593,arbitrum,osETH-WETH,0.0000,16.8945,2.1118,2.9565,0.0000,0.0000,0.0000,-11.8261,0,0
