chain,total_fees_collected,total_fees_earned_twap,noncore_fees,noncore_to_dao,noncore_to_vebal,noncore_to_beets,dao_share_pct,vebal_share_pct,beets_share_pct
optimism,287.6953,232.5012,0.0000,0.0000,0.0000,0.0000,17.50,82.50,50.00
mainnet,10414.6140,6516.5739,3560.1172,623.0205,2937.0967,0.0000,17.50,82.50,0.00
avalanche,315.3144,63.5430,251.7713,44.0600,207.7114,0.0000,17.50,82.50,0.00
arbitrum,3374.8247,3137.6875,136.6971,23.9220,112.7751,0.0000,17.50,82.50,0.00
base,6602.9495,1462.3793,4913.3746,859.8406,4053.5341,0.0000,17.50,82.50,0.00
gnosis,737.7329,347.7975,389.9354,68.2387,321.6967,0.0000,17.50,82.50,0.00
plasma,1120.5358,0,1120.5358,196.0938,924.4420,0.0000,17.50,82.50,0.00
