pool_id,chain,symbol,bpt_price,earned_fees,fees_to_vebal,fees_to_dao,fees_to_beets,total_incentives,aura_incentives,bal_incentives,redirected_incentives,reroute_incentives,last_join_exit,is_partner
0x870c0af8a1af0b58b4b0bd31ce4fe72864ae45be,optimism,Balancer rETH-Aave wETH,0.0000,225.4302,90.6409,29.7416,21.2440,0.0000,0.0000,0.0000,-99.1385,0,0,False
0x49e75c0df48ad09a0e20e8bbded07ee60dd8bc03,optimism,ss-sfrxETH-rETH-wstETH,0.0000,7.0711,2.8431,0.9329,0.6664,0.0000,0.0000,0.0000,-3.1097,0,0,False
0x85b2b559bc2d21104c4defdd6efca8a20343361d,mainnet,Aave GHO/USDT/USDC,0.0000,3412.6422,426.5803,597.2124,0.0000,4405.3476,2902.8252,1502.5224,2016.4981,0,0,False
0x6b31a94029fd7840d780191b6d63fa0d269bd883,mainnet,Surge Fluid wstETH-wETH,0.0000,892.8810,111.6101,156.2542,0.0000,0.0000,0.0000,0.0000,-468.7625,0,0,True
0x9ed5175aecb6653c1bdaa19793c16fd74fbeeb37,mainnet,Surge tETH-Lido wstETH,0.0000,711.6492,88.9562,124.5386,0.0000,0.0000,0.0000,0.0000,-498.1545,0,0,False
0x2b261c98a81cfda61bee7bfcf941a3d336be7957,mainnet,Surge slpETH-gtWETHe,0.0000,402.4587,50.3073,70.4303,0.0000,0.0000,0.0000,0.0000,-281.7211,0,0,False
0xdaba3d8ccf79ef289a7e2dbce51871b39ea445a2,mainnet,80TREE-20AavePrimeWETH,0.0000,364.1256,45.5157,63.7220,0.0000,0.0000,0.0000,0.0000,-254.8879,0,0,False
0x1ea5870f7c037930ce1d5d8d9317c670e89e13e3,mainnet,rETH-waEthWETH,0.0000,332.2544,41.5318,58.1445,0.0000,0.0000,0.0000,0.0000,-232.5781,0,0,False
0xc4ce391d82d164c166df9c8336ddf84206b2f812,mainnet,Aave Lido wETH-wstETH,0.0000,121.7163,15.2145,21.3003,0.0000,0.0000,0.0000,0.0000,-85.2014,0,0,False
0xe2332649955c7c98389480ab46dd4cb6755ac703,mainnet,75SDEX25AaveLidoETH,0.0000,102.2526,12.7816,17.8942,0.0000,0.0000,0.0000,0.0000,-71.5768,0,0,False
0x57c23c58b1d8c3292c15becf07c62c5c52457a42,mainnet,osETH-waWETH,0.0000,88.8179,11.1022,15.5431,0.0000,0.0000,0.0000,0.0000,-62.1725,0,0,False
0x6c5972311191097d002e804a9bf97c96c54059ed,mainnet,Surge USDf-aGHO,0.0000,48.1108,6.0139,8.4194,0.0000,0.0000,0.0000,0.0000,-33.6776,0,0,False
0x114907c2a07978c38ebb9f9f6a5261a846b79521,mainnet,aUSDC-USP,0.0000,39.6654,4.9582,6.9414,0.0000,0.0000,0.0000,0.0000,-27.7658,0,0,False
0x2f0508c56cfc35499f79f818dfc34113fe7f6d50,mainnet,Surge slpUSD-aUSDC,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,False
0x6e6bb18449fcf15b79efa2cfa70acf7593088029,gnosis,waWstETH-waWETH,0.0000,336.4083,236.3268,100.0815,0.0000,0.0000,0.0000,0.0000,-235.4858,0,0,False
