pool_id,chain,symbol,bpt_price,earned_fees,fees_to_vebal,fees_to_dao,fees_to_beets,total_incentives,aura_incentives,bal_incentives,redirected_incentives,reroute_incentives,last_join_exit,is_partner
0xcd78a20c597e367a4e478a2411ceb790604d7c8f000000000000000000000c22,polygon,maticX-WMATIC-BPT,0.2780,965.2174,120.6522,168.9130,0.0000,675.6522,0.0000,675.6522,0.0000,0,1757618913,False
0x5f8893506ddc4c271837187d14a9c87964a074dc000000000000000000000106,optimism,bpt-ethtri,4506.5129,816.4015,51.0251,71.4351,122.4602,1136.4310,0.0000,1136.4310,564.9500,0,1757547695,False
0x4fd63966879300cafafbb35d157dc5229278ed2300020000000000000000002b,optimism,BPT-rETH-ETH,4502.3143,497.9812,31.1238,43.5734,74.6972,0.0000,0.0000,0.0000,-348.5868,0,1757616787,False
0x7ca75bdea9dede97f8b13c6641b768650cb837820002000000000000000000d5,optimism,ECLP-wstETH-WETH,4523.6471,176.7010,11.0438,15.4613,26.5052,0.0000,0.0000,0.0000,-123.6907,0,1757590953,False
0x2bb4712247d5f451063b5e4f6948abdfb925d93d000000000000000000000136,optimism,bpt-weethwsteth,4486.5605,132.3892,8.2743,11.5841,19.8584,0.0000,0.0000,0.0000,-92.6725,0,1757547991,False
0x93d199263632a4ef4bb438f1feb99e57b4b5f0bd0000000000000000000005c2,mainnet,Lido,4574.1712,18693.3091,2336.6636,3271.3291,0.0000,10212.4248,10212.4248,0.0000,398.4375,0,1757596931,True
0x1e19cf2d73a72ef1332c882f20534b6519be0276000200000000000000000112,mainnet,Rocket Pool,4552.0942,13829.2045,1728.6506,2420.1108,0.0000,7555.0942,0.0000,7555.0942,294.7618,0,1757601239,True
0x42ed016f826165c2e5976fe5bc3df540c5ad0af700000000000000000000058b,mainnet,wstETH-rETH-sfrxETH-BPT,4528.7261,6585.6269,823.2034,1152.4847,0.0000,4750.3078,4750.3078,0.0000,140.3690,0,1757594195,False
0x596192bb6e41802428ac943d2f1476c1af25cc0e000000000000000000000659,mainnet,ezETH-WETH-BPT,4519.7117,4259.5133,532.4392,745.4148,0.0000,3072.4484,3072.4484,0.0000,90.7892,0,1757600855,False
0x05ff47afada98a98982113758878f9a8b9fdda0a000000000000000000000645,mainnet,weETH/rETH,4502.7903,4076.5840,509.5730,713.4022,0.0000,2940.4989,2940.4989,0.0000,86.8901,0,1756973195,False
0x3ff3a210e57cfe679d9ad1e9ba6453a716c56a2e0002000000000000000005d5,mainnet,STG/USDC,0.4237,4022.5857,502.8232,703.9525,0.0000,2901.5492,2702.2348,199.3144,85.7392,0,1757601119,False
