pool_id,chain,symbol,bpt_price,earned_fees,fees_to_vebal,fees_to_dao,total_incentives,aura_incentives,bal_incentives,redirected_incentives,reroute_incentives,last_join_exit
0xcd78a20c597e367a4e478a2411ceb790604d7c8f000000000000000000000c22,polygon,maticX-WMATIC-BPT,0.2414,1600.5088,200.0636,280.0890,1120.3561,0.0000,1120.3561,0.0000,0,1746820852
0x93d199263632a4ef4bb438f1feb99e57b4b5f0bd0000000000000000000005c2,mainnet,wstETH-WETH-BPT,1887.2313,11511.4913,1438.9364,2014.5110,8411.7418,6672.7824,1738.9593,353.6979,0,1746796259
0x1e19cf2d73a72ef1332c882f20534b6519be0276000200000000000000000112,mainnet,B-rETH-STABLE,1883.0212,8829.7315,1103.7164,1545.2030,6452.1111,0.0000,6452.1111,271.2991,0,1746816143
0x596192bb6e41802428ac943d2f1476c1af25cc0e000000000000000000000659,mainnet,ezETH-WETH-BPT,1859.5352,4812.2843,601.5355,842.1498,3516.4595,3375.2219,141.2376,147.8605,0,1746698483
0x36be1e97ea98ab43b4debf92742517266f5731a3000200000000000000000466,mainnet,50wstETH-50ACX,23.2279,3472.2027,434.0253,607.6355,2537.2275,2537.2275,0.0000,106.6856,0,1746760991
0x42ed016f826165c2e5976fe5bc3df540c5ad0af700000000000000000000058b,mainnet,wstETH-rETH-sfrxETH-BPT,1872.0057,3249.7198,406.2150,568.7010,2374.6535,2374.6535,0.0000,99.8497,0,1746490571
0x740a691bd31c4176bcb6b8a7a40f1a723537d99d0000000000000000000006b6,mainnet,cdcETH/wstETH,1826.8314,1837.2823,229.6603,321.5244,1342.5492,1342.5492,0.0000,56.4517,0,1746439415
0x05ff47afada98a98982113758878f9a8b9fdda0a000000000000000000000645,mainnet,weETH/rETH,1859.1362,1660.4385,207.5548,290.5767,1213.3250,1213.3250,0.0000,51.0180,0,1746527951
0x3ff3a210e57cfe679d9ad1e9ba6453a716c56a2e0002000000000000000005d5,mainnet,STG/USDC,0.4706,1290.2436,161.2804,225.7926,942.8141,942.8141,0.0000,39.6436,0,1746440747
0x41fdbea2e52790c0a1dc374f07b628741f2e062d0002000000000000000006be,mainnet,ECLP-stdeUSD-deUSD,1.0127,1211.5180,151.4397,212.0156,885.2873,0.0000,885.2873,37.2247,0,1746545651
0x1d13531bf6344c102280ce4c458781fbf14dad140000000000000000000006df,mainnet,tETH/wstETH,2172.0629,1115.9252,139.4907,195.2869,815.4352,0.0000,815.4352,34.2875,0,1746779999
0xb819feef8f0fcdc268afe14162983a69f6bf179e000000000000000000000689,mainnet,sUSDe/USDC,1.0913,823.4321,102.9290,144.1006,601.7029,0.0000,601.7029,25.3005,0,1746689087
0xf16aee6a71af1a9bc8f56975a4c2705ca7a782bc0002000000000000000004bb,mainnet,20WETH-80ALCX,22.5258,808.4227,101.0528,141.4740,590.7352,0.0000,590.7352,24.8393,0,1746383579
0xdfe6e7e18f6cc65fa13c8d8966013d4fda74b6ba000000000000000000000558,mainnet,ankrETH/wstETH,1865.7562,806.9057,100.8632,141.2085,589.6267,0.0000,589.6267,24.7927,0,1746224651
0x63e0d47a6964ad1565345da9bfa66659f4983f02000000000000000000000681,mainnet,pufETH/wstETH,1855.2336,716.9427,89.6178,125.4650,523.8884,0.0000,523.8884,22.0285,0,1746693515
0xb91159aa527d4769cb9faf3e4adb760c7e8c8ea700000000000000000000067c,mainnet,ETHx/wstETH,1852.0276,694.6315,86.8289,121.5605,0.0000,0.0000,0.0000,-486.2421,0,1746772031
0xcf7b51ce5755513d4be016b0e28d6edeffa1d52a000200000000000000000617,mainnet,80RDNT-20wETH,0.1976,645.9345,80.7418,113.0385,0.0000,0.0000,0.0000,-452.1541,0,1746802499
0x848a5564158d84b8a8fb68ab5d004fae11619a5400000000000000000000066a,mainnet,weETH/ezETH/rswETH,1866.9087,365.3770,45.6721,63.9410,0.0000,0.0000,0.0000,-255.7639,0,1746802607
0x8353157092ed8be69a9df8f95af097bbf33cb2af0000000000000000000005d9,mainnet,GHO/USDT/USDC,1.0176,138.1502,17.2688,24.1763,0.0000,0.0000,0.0000,-96.7051,0,1746785015
0x8d93b853849b9884e2bb413444ec23eb5366ee910002000000000000000006b3,mainnet,ECLP-sUSDe-GYD,1.0486,5.8770,0.7346,1.0285,0.0000,0.0000,0.0000,-4.1139,0,1745522459
0xda17f3663c5d04c0b316cfa1a04aa53ebbc8c12c0000000000000000000006e7,mainnet,eBTC/wBTC,95148.4605,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1744541807
0xdd59f89b5b07b7844d72996fc9d83d81acc8219600000000000000000000059e,mainnet,uniETH-WETH,1833.8768,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1741216415
0xbad20c15a773bf03ab973302f61fabcea5101f0a000000000000000000000034,gnosis,bb-WETH-wstETH,1843.5338,3509.7479,438.7185,614.2059,2545.1275,1714.4490,830.6785,88.3040,0,1746805335
0x8dd4df4ce580b9644437f3375e54f1ab0980822800020000000000000000009c,gnosis,ECLP-wstETH-WETH,1844.2306,98.6934,12.3367,17.2713,0.0000,0.0000,0.0000,-69.0854,0,1746817965
0xaa56989be5e6267fc579919576948db3e1f108070002000000000000000000ca,gnosis,ECLP-sDAI-USDC.e-rh,1.0330,21.7458,2.7182,3.8055,0.0000,0.0000,0.0000,-15.2221,0,1746624515
0x263a6edafa6444dc2ae550f9eff6344c1686d6aa0002000000000000000000d5,gnosis,ECLP-GYD-AUSDC.e,1.0071,5.6732,0.7091,0.9928,0.0000,0.0000,0.0000,-3.9712,0,1746490125
0x1e8b447129984d8a6b652c807dfc3bd1359731330002000000000000000000d6,gnosis,ECLP-GYD-sDAI,1.0207,0.0362,0.0045,0.0063,0.0000,0.0000,0.0000,-0.0253,0,1746080220
0xc771c1a5905420daec317b154eb13e4198ba97d0000000000000000000000023,base,rETH-WETH-BPT,1853.8279,2042.2982,255.2873,357.4022,1807.5902,1217.6291,589.9611,377.9815,0,1746810937
0x007bb7a4bfc214df06474e39142288e99540f2b3000200000000000000000191,base,20WETH-80IMO,5.2507,539.9736,67.4967,94.4954,0.0000,0.0000,0.0000,-377.9815,0,1746732599
0xfd2620c9cfcec7d152467633b3b0ca338d3d78cc00000000000000000000001c,avalanche,sAVAX-WAVAX-BPT,22.1740,245.6002,30.7000,42.9800,171.9201,0.0000,171.9201,0.0000,0,1746780422
0xc13546b97b9b1b15372368dc06529d7191081f5b00000000000000000000001d,avalanche,ggAVAX-WAVAX-BPT,21.9545,77.0179,9.6272,13.4781,53.9125,53.9125,0.0000,0.0000,0,1746301380
0x32df62dc3aed2cd6224193052ce665dc181658410002000000000000000003bd,arbitrum,RDNT-WETH,0.2000,6535.5109,816.9389,1143.7144,5126.8561,3665.3100,1461.5460,551.9985,0,1746819182
