,chain,symbol,earned_fees,fees_to_vebal,fees_to_dao,total_incentives,aura_incentives,bal_incentives,redirected_incentives,reroute_incentives,last_join_exit
0xcd78a20c597e367a4e478a2411ceb790604d7c8f000000000000000000000c22,polygon,maticX-WMATIC-BPT,4903.75,3186.5447,1715.8318,5218.8178,3551.9110,1666.9068,316.4413,0,2024-09-12 08:30:08+00:00
0xf0ad209e2e969eaaa8c882aac71f02d8a047d5c2000200000000000000000b49,polygon,ECLP-WMATIC-stMATIC,316.53,205.6869,110.7545,0,0,0,-316.4413,0,2024-09-12 11:23:55+00:00
0xee278d943584dd8640eaf4cc6c7a5c80c0073e85000200000000000000000bc7,polygon,ECLP-WMATIC-MATICX,0.00,0.0000,0.0000,0,0,0,0.0000,0,2024-09-09 16:24:15+00:00
0x93d199263632a4ef4bb438f1feb99e57b4b5f0bd0000000000000000000005c2,mainnet,wstETH-WETH-BPT,14813.52,9433.3005,5079.4695,14839.6336,10686.5049,4153.1288,326.8636,0,2024-09-12 08:04:47+00:00
0x596192bb6e41802428ac943d2f1476c1af25cc0e000000000000000000000659,mainnet,ezETH-WETH-BPT,12102.92,7707.1811,4150.0206,12124.2554,8838.4270,3285.8283,267.0537,0,2024-09-12 04:58:59+00:00
0x1e19cf2d73a72ef1332c882f20534b6519be0276000200000000000000000112,mainnet,B-rETH-STABLE,12084.38,7695.3748,4143.6633,12105.6826,0,12105.6826,266.6445,0,2024-09-10 05:25:23+00:00
0x36be1e97ea98ab43b4debf92742517266f5731a3000200000000000000000466,mainnet,50wstETH-50ACX,7955.52,5066.1025,2727.9014,7969.5442,6010.7437,1958.8005,175.5403,0,2024-09-11 02:17:23+00:00
0x848a5564158d84b8a8fb68ab5d004fae11619a5400000000000000000000066a,mainnet,weETH/ezETH/rswETH,5952.93,3790.8463,2041.2249,5963.4240,4645.3847,1318.0394,131.3527,0,2024-09-11 08:14:11+00:00
0x9f9d900462492d4c21e9523ca95a7cd86142f298000200000000000000000462,mainnet,50rETH-50RPL,4670.46,2974.1650,1601.4735,4678.6933,3771.0008,907.6924,103.0548,0,2024-09-09 23:10:23+00:00
0xb819feef8f0fcdc268afe14162983a69f6bf179e000000000000000000000689,mainnet,sUSDe/USDC,4256.55,2710.5857,1459.5461,4264.0536,3488.7984,775.2550,93.9218,0,2024-09-12 08:13:11+00:00
0x8353157092ed8be69a9df8f95af097bbf33cb2af0000000000000000000005d9,mainnet,GHO/USDT/USDC,4150.63,2643.1355,1423.2268,4157.9470,3416.5826,741.3644,91.5847,0,2024-09-12 10:00:35+00:00
