pool_id,chain,symbol,bpt_price,earned_fees,fees_to_vebal,fees_to_dao,total_incentives,aura_incentives,bal_incentives,redirected_incentives,reroute_incentives,last_join_exit,is_partner
0x85b2b559bc2d21104c4defdd6efca8a20343361d,mainnet,Aave GHO/USDT/USDC,0.0000,5016.5405,627.0676,877.8946,4114.7696,2749.9753,1364.7944,603.1913,0,0,False
0x57c23c58b1d8c3292c15becf07c62c5c52457a42,mainnet,osETH-waWETH,0.0000,1748.6796,218.5849,306.0189,1434.3378,958.5940,475.7438,210.2621,0,0,False
0xc4ce391d82d164c166df9c8336ddf84206b2f812,mainnet,Aave Lido wETH-wstETH,0.0000,1480.4095,185.0512,259.0717,1214.2918,811.5333,402.7585,178.0052,0,0,False
0x121edb0badc036f5fc610d015ee14093c142313b,mainnet,rstETH-Lido wstETH,0.0000,427.1648,53.3956,74.7538,0.0000,0.0000,0.0000,-299.0154,0,0,False
0x9ed5175aecb6653c1bdaa19793c16fd74fbeeb37,mainnet,Surge tETH-Lido wstETH,0.0000,285.3920,35.6740,49.9436,0.0000,0.0000,0.0000,-199.7744,0,0,False
0x4ab7ab316d43345009b2140e0580b072eec7df16,mainnet,ETHx waWETH,0.0000,259.6447,32.4556,45.4378,0.0000,0.0000,0.0000,-181.7513,0,0,False
0xe2332649955c7c98389480ab46dd4cb6755ac703,mainnet,75SDEX25AaveLidoETH,0.0000,181.6271,22.7034,31.7847,0.0000,0.0000,0.0000,-127.1389,0,0,False
0x6b31a94029fd7840d780191b6d63fa0d269bd883,mainnet,Surge Fluid wstETH-wETH,0.0000,129.7000,16.2125,22.6975,0.0000,0.0000,0.0000,-68.0925,0,0,False
0xf028ac624074d6793c36dc8a06ecec0f5a39a718,mainnet,Steak USDR-USDQ-USDT,0.0000,77.2828,9.6604,13.5245,0.0000,0.0000,0.0000,-54.0980,0,0,False
0x2b261c98a81cfda61bee7bfcf941a3d336be7957,mainnet,Surge slpETH-gtWETHe,0.0000,45.2413,5.6552,7.9172,0.0000,0.0000,0.0000,-31.6689,0,0,False
