chain,total_fees_collected,total_fees_earned_twap,noncore_fees,noncore_to_dao,noncore_to_vebal,noncore_to_beets,dao_share_pct,vebal_share_pct,beets_share_pct
mainnet,15501.4899,10787.5243,3439.3298,601.8827,2837.4471,0.0000,17.50,82.50,0.00
arbitrum,4562.8847,3512.1473,945.9735,165.5454,780.4282,0.0000,17.50,82.50,0.00
base,2175.5507,1861.8573,177.0232,30.9791,146.0442,0.0000,17.50,82.50,0.00
gnosis,617.8001,342.6052,275.1949,48.1591,227.0358,0.0000,17.50,82.50,0.00
plasma,1206.7937,0,1206.7937,211.1889,995.6048,0.0000,17.50,82.50,0.00
