pool_id,chain,partner,earned_fees,amount,target,pool_type
0x6b61d8680c4f9e560c8306807908553f95c749c5,mainnet,QuantAMM,163.7582099577676836408281468,81.87910497888384182041407340,0xd785201fd2D9be7602F6682296Bb415530C027Ef,non-core
0xb4161aea25bd6c5c8590ad50deb4ca752532f05d,base,QuantAMM,59.00173789490720057274040929,29.50086894745360028637020466,0xd785201fd2D9be7602F6682296Bb415530C027Ef,non-core
