target,platform,amount
0xf8C85bd74FeE26831336B51A90587145391a27Ba,balancer,6987.6546
0xf8C85bd74FeE26831336B51A90587145391a27Ba,aura,14988.5645
0x62A82FE26E21a8807599374CaC8024fae342eF83,balancer,0.0000
0x62A82FE26E21a8807599374CaC8024fae342eF83,aura,934.6745
0xb6d101874B975083C76598542946Fe047f059066,balancer,795.0804
0xb6d101874B975083C76598542946Fe047f059066,aura,0.0000
0x0d1b58fB1fC10F2160178DE1eAE2d520335ee372,balancer,2790.1791
0x0d1b58fB1fC10F2160178DE1eAE2d520335ee372,aura,6898.4089
0xCD41Bc6DC6e9821C4C36848Ff3397493e458A5d1,balancer,209.2866
0xCD41Bc6DC6e9821C4C36848Ff3397493e458A5d1,aura,1362.3776
0xE6a0FD593e6beca161D0D933b4Fb4fecaF49d46a,balancer,724.3621
0xE6a0FD593e6beca161D0D933b4Fb4fecaF49d46a,aura,0.0000
0xf8A95653CC7ee59AfA2304DcC518c431a15C292C,balancer,250.5668
0xf8A95653CC7ee59AfA2304DcC518c431a15C292C,aura,1450.9240
0xF22c4C0093a13c193A3162d5B50bC92a8ECB58ef,balancer,609.8204
0xF22c4C0093a13c193A3162d5B50bC92a8ECB58ef,aura,0.0000
0x8135d6AbFd42707A87A7b94c5CFA3529f9b432AD,balancer,749.9564
0x8135d6AbFd42707A87A7b94c5CFA3529f9b432AD,aura,2522.1179
0x9965713498c74aee49cEf80B2195461F188F24f8,balancer,3882.8490
0x9965713498c74aee49cEf80B2195461F188F24f8,aura,8328.7364
0xa86e8e8CfAe8C9847fA9381d4631c13c7b3466bd,balancer,575.8508
0xa86e8e8CfAe8C9847fA9381d4631c13c7b3466bd,aura,0.0000
0x1e916950A659Da9813EE34479BFf04C732E03deb,balancer,181.0581
0x1e916950A659Da9813EE34479BFf04C732E03deb,aura,1623.5744
0xd75026F8723b94d9a360A282080492d905c6A558,balancer,17383.1697
0xd75026F8723b94d9a360A282080492d905c6A558,aura,37287.0120
0xC859BF9d7B8C557bBd229565124c2C09269F3aEF,balancer,1044.7205
0xC859BF9d7B8C557bBd229565124c2C09269F3aEF,aura,5868.9234
0xFc3f916C28f32DEBA1cc04b1F6011F28a691134c,balancer,637.8395
0xFc3f916C28f32DEBA1cc04b1F6011F28a691134c,aura,0.0000
0xf697535848B535900c76f70F1e36EC3985D27862,balancer,0.0000
0xf697535848B535900c76f70F1e36EC3985D27862,aura,1151.3946
0x79eF6103A513951a3b25743DB509E267685726B7,balancer,23974.9910
0x79eF6103A513951a3b25743DB509E267685726B7,aura,0.0000
0xf7B0751Fea697cf1A541A5f57D11058a8fB794ee,balancer,2337.3016
0xf7B0751Fea697cf1A541A5f57D11058a8fB794ee,aura,8641.5182
0xA00DB7d9c465e95e4AA814A9340B9A161364470a,balancer,3382.5521
0xA00DB7d9c465e95e4AA814A9340B9A161364470a,aura,10883.5873
0x0021e01B9fAb840567a8291b864fF783894EabC6,balancer,811.0438
0x0021e01B9fAb840567a8291b864fF783894EabC6,aura,5367.6854
0xa8B309a75f0D64ED632d45A003c68A30e59A1D8b,balancer,3658.6077
0xa8B309a75f0D64ED632d45A003c68A30e59A1D8b,aura,11475.7284
0x0B9Ea598757c7D03FB1937cc16bdD2C9D416ff80,balancer,0.0000
0x0B9Ea598757c7D03FB1937cc16bdD2C9D416ff80,aura,2694.7368
0x253ED65fff980AEE7E94a0dC57BE304426048b35,balancer,0.0000
0x253ED65fff980AEE7E94a0dC57BE304426048b35,aura,2317.4467
0x5C0F23A5c1be65Fa710d385814a7Fd1Bda480b1C,balancer,12190.7747
0x5C0F23A5c1be65Fa710d385814a7Fd1Bda480b1C,aura,29777.2822
0x84f7F5cD2218f31B750E7009Bb6fD34e0b945DaC,balancer,202.5186
0x84f7F5cD2218f31B750E7009Bb6fD34e0b945DaC,aura,4062.3950
0xAC08fde28aa2D123B61a5dB3074cAF72760FfeEB,balancer,0.0000
0xAC08fde28aa2D123B61a5dB3074cAF72760FfeEB,aura,1466.3240
0xe77D45b5dE97aC7717E4EdE6bE16E3D805fF02A5,balancer,757.6605
0xe77D45b5dE97aC7717E4EdE6bE16E3D805fF02A5,aura,0.0000
0xbf65b3fA6c208762eD74e82d4AEfCDDfd0323648,balancer,0.0000
0xbf65b3fA6c208762eD74e82d4AEfCDDfd0323648,aura,1523.1243
0x183D73dA7adC5011EC3C46e33BB50271e59EC976,balancer,0.0000
0x183D73dA7adC5011EC3C46e33BB50271e59EC976,aura,2870.6389
0xf720e9137baa9C7612e6CA59149a5057ab320cFa,balancer,699.1582
0xf720e9137baa9C7612e6CA59149a5057ab320cFa,aura,5127.6900
0x15C84754c7445D0DF6c613f1490cA07654347c1B,balancer,2656.0360
0x15C84754c7445D0DF6c613f1490cA07654347c1B,aura,9325.2057
0x10A19e7eE7d7F8a52822f6817de8ea18204F2e4f,payment,92905.0882
