pool_id,chain,symbol,bpt_price,earned_fees,fees_to_vebal,fees_to_dao,fees_to_beets,total_incentives,aura_incentives,bal_incentives,redirected_incentives,reroute_incentives,last_join_exit,is_partner
0x870c0af8a1af0b58b4b0bd31ce4fe72864ae45be,optimism,Balancer rETH-Aave wETH,0.0000,251.1014,15.6938,21.9714,37.6652,256.1984,0.0000,256.1984,80.4275,0,0,False
0xe0d0b607539fdb647c4e87eff89588c6bb669c03,optimism,bpt-wrsETH-waOptWETH,0.0000,71.6407,4.4775,6.2686,10.7461,0.0000,0.0000,0.0000,-50.1485,0,0,False
0x49e75c0df48ad09a0e20e8bbded07ee60dd8bc03,optimism,ss-sfrxETH-rETH-wstETH,0.0000,32.4341,2.0271,2.8380,4.8651,0.0000,0.0000,0.0000,-22.7039,0,0,False
0x08a8bba83af849e3755771a4070aec87c9d6b86e,optimism,eclp-sfrxETH-waOptWETH,0.0000,10.8216,0.6763,0.9469,1.6232,0.0000,0.0000,0.0000,-7.5751,0,0,False
0x85b2b559bc2d21104c4defdd6efca8a20343361d,mainnet,Aave GHO/USDT/USDC,0.0000,7024.1564,878.0196,1229.2274,0.0000,5670.0115,3929.3247,1740.6868,753.1020,0,0,False
0x57c23c58b1d8c3292c15becf07c62c5c52457a42,mainnet,osETH-waWETH,0.0000,3058.6971,382.3371,535.2720,0.0000,2469.0293,1660.5686,808.4607,327.9413,0,0,False
0x6b31a94029fd7840d780191b6d63fa0d269bd883,mainnet,Surge Fluid wstETH-wETH,0.0000,3055.9752,381.9969,534.7957,0.0000,1932.0364,1932.0364,0.0000,327.6495,0,0,True
0xc4ce391d82d164c166df9c8336ddf84206b2f812,mainnet,Aave Lido wETH-wstETH,0.0000,2984.9012,373.1127,522.3577,0.0000,2409.4601,1610.5855,798.8746,320.0292,0,0,False
0x9ed5175aecb6653c1bdaa19793c16fd74fbeeb37,mainnet,Surge tETH-Lido wstETH,0.0000,758.7649,94.8456,132.7839,0.0000,612.4872,0.0000,612.4872,81.3517,0,0,False
0xdaba3d8ccf79ef289a7e2dbce51871b39ea445a2,mainnet,80TREE-20AavePrimeWETH,0.0000,601.5720,75.1965,105.2751,0.0000,0.0000,0.0000,0.0000,-421.1004,0,0,False
0x6c5972311191097d002e804a9bf97c96c54059ed,mainnet,Surge USDf-aGHO,0.0000,594.2955,74.2869,104.0017,0.0000,0.0000,0.0000,0.0000,-416.0069,0,0,False
0x121edb0badc036f5fc610d015ee14093c142313b,mainnet,rstETH-Lido wstETH,0.0000,440.9396,55.1174,77.1644,0.0000,0.0000,0.0000,0.0000,-308.6577,0,0,False
0x071828acc755314e687448703775f22194f56867,mainnet,Surge siUSD-sUSDe,0.0000,386.6614,48.3327,67.6657,0.0000,0.0000,0.0000,0.0000,-270.6630,0,0,False
