address,amount,start,end
0x99AfD53f807766A8B98400B0C785E500c041F32B,77702.394,2024-10-01 02:00,2025-03-31 01:59
0x27e472f2625D6d4913F6cb5b99DAAadb58Da1D93,80690.947,2024-10-01 02:00,2025-03-31 01:59
0x1b7D0C1d2A730fa791A2937AD75Fef11AeACa3D4,53793.965,2024-10-01 02:00,2025-03-31 01:59
0xE743449D33F2F330A46dbC050565239F5dF8805A,65748.179,2024-10-01 02:00,2025-03-31 01:59
0xafFC70b81D54F229A5F50ec07e2c76D2AAAD07Ae,10459.938,2024-10-01 02:00,2025-03-31 01:59
0x3f993093c3917Fe7A117f37cFD008775249f59c8,44828.304,2024-10-01 02:00,2025-03-31 01:59
