chain,total_fees_collected,total_fees_earned_twap,noncore_fees,noncore_to_dao,noncore_to_vebal,noncore_to_beets,dao_share_pct,vebal_share_pct,beets_share_pct
gnosis,1150.4877,48.3111,1102.1766,192.8809,909.2957,0.0000,17.50,82.50,0.00
arbitrum,377.2197,212.3087,164.9110,28.8594,136.0516,0.0000,17.50,82.50,0.00
polygon,2809.7818,0,2809.7818,491.7118,2318.0700,0.0000,17.50,82.50,0.00
base,287.3613,0.0000,287.3613,50.2882,237.0730,0.0000,17.50,82.50,0.00
mainnet,13872.3241,48.1353,0.0000,0.0000,0.0000,0.0000,17.50,82.50,0.00
