pool_id,chain,symbol,bpt_price,earned_fees,fees_to_vebal,fees_to_dao,fees_to_beets,total_incentives,redirected_incentives,last_join_exit,is_alliance,is_partner
0xcf7b51ce5755513d4be016b0e28d6edeffa1d52a000200000000000000000617,mainnet,80RDNT-20wETH,0.0626,48.1353,32.9519,13.9547,0.0000,0.0000,-32.8346,1771999511,False,False
0x3ff3a210e57cfe679d9ad1e9ba6453a716c56a2e0002000000000000000005d5,mainnet,STG/USDC,0.4003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,False,False
0xaa56989be5e6267fc579919576948db3e1f108070002000000000000000000ca,gnosis,ECLP-sDAI-USDC.e-rh,1.0638,42.4852,29.8459,12.6394,0.0000,0.0000,-29.7397,1771992720,False,False
0x8dd4df4ce580b9644437f3375e54f1ab0980822800020000000000000000009c,gnosis,ECLP-wstETH-WETH,2039.4089,5.8258,4.0926,1.7332,0.0000,0.0000,-4.0781,1772130215,False,False
0x007bb7a4bfc214df06474e39142288e99540f2b3000200000000000000000191,base,20WETH-80IMO,2.5682,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1770817219,False,False
0x32df62dc3aed2cd6224193052ce665dc181658410002000000000000000003bd,arbitrum,RDNT-WETH,0.0666,212.3087,149.1469,63.1618,0.0000,0.0000,-148.6161,1772106064,False,False
