pool_id,chain,symbol,bpt_price,earned_fees,fees_to_vebal,fees_to_dao,fees_to_beets,total_incentives,aura_incentives,bal_incentives,redirected_incentives,reroute_incentives,last_join_exit,is_partner
0xae255db04ba78519f33871c557d8fd6bafdb83bd,mainnet,xUSD-vgUSDC,0.0000,11335.0469,1074.0388,1503.6543,0.0000,6695.7155,4431.6785,2264.0370,681.0985,0,0,False
0x85b2b559bc2d21104c4defdd6efca8a20343361d,mainnet,Aave GHO/USDT/USDC,0.0000,5443.5654,515.7985,722.1179,0.0000,3215.5637,2128.2781,1087.2856,327.0921,0,0,False
0x9ed5175aecb6653c1bdaa19793c16fd74fbeeb37,mainnet,Surge tETH-Lido wstETH,0.0000,2433.1652,230.5516,322.7723,0.0000,1437.2928,951.2978,485.9950,146.2036,0,0,False
0x6b31a94029fd7840d780191b6d63fa0d269bd883,mainnet,Surge Fluid wstETH-wETH,0.0000,1948.4169,184.6199,258.4679,0.0000,892.4798,892.4798,0.0000,117.0762,0,0,True
0xc4ce391d82d164c166df9c8336ddf84206b2f812,mainnet,Aave Lido wETH-wstETH,0.0000,779.1687,73.8292,103.3609,0.0000,0.0000,0.0000,0.0000,-413.4435,0,0,False
0x57c23c58b1d8c3292c15becf07c62c5c52457a42,mainnet,osETH-waWETH,0.0000,446.3205,42.2906,59.2068,0.0000,0.0000,0.0000,0.0000,-236.8272,0,0,False
0xdaba3d8ccf79ef289a7e2dbce51871b39ea445a2,mainnet,80TREE-20AavePrimeWETH,0.0000,425.2492,40.2940,56.4116,0.0000,0.0000,0.0000,0.0000,-225.6463,0,0,False
0x2b261c98a81cfda61bee7bfcf941a3d336be7957,mainnet,Surge slpETH-gtWETHe,0.0000,395.3926,37.4649,52.4509,0.0000,0.0000,0.0000,0.0000,-209.8037,0,0,False
0xe2332649955c7c98389480ab46dd4cb6755ac703,mainnet,75SDEX25AaveLidoETH,0.0000,140.0034,13.2659,18.5722,0.0000,0.0000,0.0000,0.0000,-74.2888,0,0,False
0x1ea5870f7c037930ce1d5d8d9317c670e89e13e3,mainnet,rETH-waEthWETH,0.0000,72.4571,6.8656,9.6118,0.0000,0.0000,0.0000,0.0000,-38.4473,0,0,False
0x6c5972311191097d002e804a9bf97c96c54059ed,mainnet,Surge USDf-aGHO,0.0000,56.0796,5.3138,7.4393,0.0000,0.0000,0.0000,0.0000,-29.7571,0,0,False
0x114907c2a07978c38ebb9f9f6a5261a846b79521,mainnet,aUSDC-USP,0.0000,52.1986,4.9460,6.9244,0.0000,0.0000,0.0000,0.0000,-27.6977,0,0,False
0x071828acc755314e687448703775f22194f56867,mainnet,Surge siUSD-sUSDe,0.0000,20.9292,1.9831,2.7764,0.0000,0.0000,0.0000,0.0000,-11.1055,0,0,False
0x2f0508c56cfc35499f79f818dfc34113fe7f6d50,mainnet,Surge slpUSD-aUSDC,0.0000,8.3929,0.7953,1.1134,0.0000,0.0000,0.0000,0.0000,-4.4534,0,0,False
0x6e6bb18449fcf15b79efa2cfa70acf7593088029,gnosis,waWstETH-waWETH,0.0000,450.6019,316.5478,134.0541,0.0000,0.0000,0.0000,0.0000,-315.4213,0,0,False
0x7ab124ec4029316c2a42f713828ddf2a192b36db,base,Aave USDC-Aave GHO,0.0000,2327.1248,290.8906,407.2468,0.0000,2030.1818,1343.7120,686.4698,401.1945,0,0,False
0x9ab907fb3e098103ca048ad26e501bf7b3dfa3eb,base,Surge Aave EURC-GHO,0.0000,277.7000,34.7125,48.5975,0.0000,0.0000,0.0000,0.0000,-194.3900,0,0,False
0xb7b8b3afc010169779c5c2385ec0eb0477fe3347,base,Balancer rETH-Aave wETH,0.0000,178.2089,22.2761,31.1866,0.0000,0.0000,0.0000,0.0000,-124.7462,0,0,False
0x5b14ce8de84448e9a6f6af652af318472aa4fcaf,base,Aave GHO-USR,0.0000,104.5581,13.0698,18.2977,0.0000,0.0000,0.0000,0.0000,-73.1907,0,0,False
0xb5bfb5adb736ea852bd58fec71db3b356c2a3938,base,Aave wstETH-ezETH,0.0000,12.6680,1.5835,2.2169,0.0000,0.0000,0.0000,0.0000,-8.8676,0,0,False
0xfcec3c8d86329defb548202fe1b86ff2188603a8,avalanche,Aave GHO/USDT/USDC,0.0000,125.5707,88.2134,37.3573,0.0000,0.0000,0.0000,0.0000,-87.8995,0,0,False
0x832f8e068e92d56b94205ea605e5cdaa7cded1f0,avalanche,tAVAX-waAvaSAVAX,0.0000,109.6089,77.0003,32.6086,0.0000,0.0000,0.0000,0.0000,-76.7262,0,0,False
0xa978cc348a0b5de8bd564a1d8fe437787fd12664,arbitrum,EURe-Aave USDC,0.0000,1949.1046,243.6381,341.0933,0.0000,1541.9306,1020.5542,521.3764,177.5575,0,0,False
0x19b001e6bc2d89154c18e2216eec5c8c6047b6d8,arbitrum,Aave GHO/USDT/USDC,0.0000,1031.7975,128.9747,180.5646,0.0000,816.2518,540.2508,276.0010,93.9936,0,0,False
0x5418a64e0cdb20548acb394f5d00a089baf02161,arbitrum,Balancer rETH-Aave wETH,0.0000,274.4929,34.3116,48.0363,0.0000,0.0000,0.0000,0.0000,-192.1450,0,0,False
0x9c5f17d96ca66748b459788148b7357220f2d100,arbitrum,Aave wstETH/ezETH,0.0000,67.8773,8.4847,11.8785,0.0000,0.0000,0.0000,0.0000,-47.5141,0,0,False
0xc072880e1bc0bcddc99db882c7f3e7a839281cf4,arbitrum,Aave wstETH-wETH,0.0000,45.5599,5.6950,7.9730,0.0000,0.0000,0.0000,0.0000,-31.8919,0,0,False
