pool_id,chain,symbol,bpt_price,earned_fees,fees_to_vebal,fees_to_dao,total_incentives,aura_incentives,bal_incentives,redirected_incentives,reroute_incentives,last_join_exit,is_partner
0x85b2b559bc2d21104c4defdd6efca8a20343361d,mainnet,Aave GHO/USDT/USDC,0.0000,4834.1642,604.2705,845.9787,4088.1642,3058.0081,1030.1561,704.2492,0,0,False
0xc4ce391d82d164c166df9c8336ddf84206b2f812,mainnet,Aave Lido wETH-wstETH,0.0000,3031.1154,378.8894,530.4452,2563.3588,2041.2157,522.1431,441.5780,0,0,False
0x57c23c58b1d8c3292c15becf07c62c5c52457a42,mainnet,osETH-waWETH,0.0000,1177.0273,147.1284,205.9798,995.3905,0.0000,995.3905,171.4713,0,0,False
0x6b31a94029fd7840d780191b6d63fa0d269bd883,mainnet,Surge Fluid wstETH-wETH,0.0000,443.0089,55.3761,77.5266,0.0000,0.0000,0.0000,-310.1063,0,0,False
0x121edb0badc036f5fc610d015ee14093c142313b,mainnet,rstETH-Lido wstETH,0.0000,438.4851,54.8106,76.7349,0.0000,0.0000,0.0000,-306.9396,0,0,False
0x9ed5175aecb6653c1bdaa19793c16fd74fbeeb37,mainnet,Surge tETH-Lido wstETH,0.0000,307.2895,38.4112,53.7757,0.0000,0.0000,0.0000,-215.1027,0,0,False
0x4ab7ab316d43345009b2140e0580b072eec7df16,mainnet,ETHx waWETH,0.0000,275.7844,34.4730,48.2623,0.0000,0.0000,0.0000,-193.0491,0,0,False
0xe2332649955c7c98389480ab46dd4cb6755ac703,mainnet,75SDEX25AaveLidoETH,0.0000,157.6309,19.7039,27.5854,0.0000,0.0000,0.0000,-110.3416,0,0,False
0x10a04efba5b880e169920fd4348527c64fb29d4d,mainnet,B-csUSDC-csUSDL,0.0000,138.2044,17.2756,24.1858,0.0000,0.0000,0.0000,-96.7431,0,0,False
0x64b84023cfe8397df83c67eaccc2c03ecda4aee5,mainnet,Aave PyUSD-Lido GHO,0.0000,44.6598,5.5825,7.8155,0.0000,0.0000,0.0000,-31.2619,0,0,False
0xf028ac624074d6793c36dc8a06ecec0f5a39a718,mainnet,Steak USDR-USDQ-USDT,0.0000,31.2127,3.9016,5.4622,0.0000,0.0000,0.0000,-21.8489,0,0,False
0x2f0508c56cfc35499f79f818dfc34113fe7f6d50,mainnet,Surge slpUSD-aUSDC,0.0000,25.3819,3.1727,4.4418,0.0000,0.0000,0.0000,-17.7673,0,0,False
0x2b261c98a81cfda61bee7bfcf941a3d336be7957,mainnet,Surge slpETH-gtWETHe,0.0000,20.1973,2.5247,3.5345,0.0000,0.0000,0.0000,-14.1381,0,0,False
0x272d6be442e30d7c87390edeb9b96f1e84cecd8d,gnosis,50waWstETH-50waGNO,0.0000,1261.5876,16.8110,23.5353,94.1413,0.0000,94.1413,0.0000,0,0,False
0xd1d7fa8871d84d0e77020fc28b7cd5718c446522,gnosis,aGNO/sDAI,0.0000,1212.4181,16.1558,22.6181,90.4722,0.0000,90.4722,0.0000,0,0,False
