label,gauge_address,weight
STG/USDC,0x15c84754c7445d0df6c613f1490ca07654347c1b,0.0352
wstETH-wETH-BPT,0x5c0f23a5c1be65fa710d385814a7fd1bda480b1c,0.0401
B-rETH-STABLE,0x79eF6103A513951a3b25743DB509E267685726B7,0.0592
weETH/rETH,0xc859bf9d7b8c557bbd229565124c2c09269f3aef,0.0351
ezETH-WETH,0xa8b309a75f0d64ed632d45a003c68a30e59a1d8b,0.0681
weETH/ezETH/swETH,0x253ed65fff980aee7e94a0dc57be304426048b35,0.0873
