label,gauge_address,weight
sUSDe/USDC,0x84f7F5cD2218f31B750E7009Bb6fD34e0b945DaC,0.07
woETH/wETH,0x38f1e186cc7609d236aa2161e2ca622b5bc4ef8b,0.05
sdai/aUSDC,0x39a6d33557d31151f88d0b12ab2d2fb659c238a1,0.03
weETH/WETH,0x2280b8c8b401ca54ebf15736b77e1d3bf4924a9d,0.05
wstETH/ETHx,0x058059cb764a98c18b937222ed06c1ad2f174dce,0.10
