chain,total_fees_collected,total_fees_earned_twap,noncore_fees,noncore_to_dao,noncore_to_vebal,noncore_to_beets,dao_share_pct,vebal_share_pct,beets_share_pct
arbitrum,10847.8517,7142.4971,3705.3546,648.4371,3056.9176,0.0000,17.50,82.50,0.00
avalanche,517.4539,367.5022,149.9517,26.2415,123.7101,0.0000,17.50,82.50,0.00
polygon,13206.9482,1087.2033,12119.7449,2120.9554,9998.7896,0.0000,17.50,82.50,0.00
base,3165.1428,2246.2151,918.9277,160.8124,758.1154,0.0000,17.50,82.50,0.00
gnosis,16717.5671,1001.7875,15715.7796,2750.2614,12965.5182,0.0000,17.50,82.50,0.00
mainnet,134229.1338,43363.0070,90866.1268,15901.5722,74964.5546,0.0000,17.50,82.50,0.00
optimism,2916.5900,2593.7184,322.8716,28.2513,133.1845,161.4358,17.50,82.50,50.00
