pool_id,chain,partner,earned_fees,amount,target,pool_type
0x3de27efa2f1aa663ae5d458857e731c129069f29000200000000000000000588,mainnet,EZKL,7166.095914363298623304131720,323.5898945745925512990302160,0xB7aadD330A64088A85e500874DCDcFB7F253fEB4,non-core
