chain,total_fees_collected,total_fees_earned_twap,noncore_fees,noncore_to_dao,noncore_to_vebal,noncore_to_beets,dao_share_pct,vebal_share_pct,beets_share_pct
base,4733.4650,3776.9170,956.5481,167.3959,789.1522,0.0000,17.50,82.50,0.00
arbitrum,14869.3232,5406.4399,9462.8833,1656.0046,7806.8787,0.0000,17.50,82.50,0.00
avalanche,447.7462,392.4443,55.3019,9.6778,45.6240,0.0000,17.50,82.50,0.00
gnosis,21945.4600,1685.6000,20259.8601,3545.4755,16714.3846,0.0000,17.50,82.50,0.00
polygon,13996.6594,1152.5090,12844.1504,2247.7263,10596.4241,0.0000,17.50,82.50,0.00
optimism,3289.4462,2671.6631,617.7831,54.0560,254.8355,308.8915,17.50,82.50,50.00
mainnet,183174.6924,72161.5920,111013.1004,19427.2926,91585.8078,0.0000,17.50,82.50,0.00
