chain,token_address,gauge_address,amount,amount_mantissa
mainnet,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0x9fdD52eFEb601E4Bc78b89C6490505B8aC637E9f,259.262548911166789081,259262548911166789081
mainnet,0xD33526068D116cE69F19A9ee46F0bd304F21A51f,0x79eF6103A513951a3b25743DB509E267685726B7,59.959303526982443155,59959303526982443155
mainnet,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0x9fdD52eFEb601E4Bc78b89C6490505B8aC637E9f,499.380371985363352888,499380371985363352888
mainnet,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0x9fdD52eFEb601E4Bc78b89C6490505B8aC637E9f,489.588599985650345968,489588599985650345968
mainnet,0xD33526068D116cE69F19A9ee46F0bd304F21A51f,0x79eF6103A513951a3b25743DB509E267685726B7,68.319855388474021786,68319855388474021786
mainnet,0xD33526068D116cE69F19A9ee46F0bd304F21A51f,0x79eF6103A513951a3b25743DB509E267685726B7,58.783630908806316819,58783630908806316819
mainnet,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0x9fdD52eFEb601E4Bc78b89C6490505B8aC637E9f,784.583836991010023062,784583836991010023062
mainnet,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0x9fdD52eFEb601E4Bc78b89C6490505B8aC637E9f,219.012232978756052602,219012232978756052602
mainnet,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0x9fdD52eFEb601E4Bc78b89C6490505B8aC637E9f,392.961694779145970525,392961694779145970525
mainnet,0xD33526068D116cE69F19A9ee46F0bd304F21A51f,0x79eF6103A513951a3b25743DB509E267685726B7,25.349513385523258152,25349513385523258152
mainnet,0xD33526068D116cE69F19A9ee46F0bd304F21A51f,0x79eF6103A513951a3b25743DB509E267685726B7,49.612414680338462669,49612414680338462669
mainnet,0xD33526068D116cE69F19A9ee46F0bd304F21A51f,0x79eF6103A513951a3b25743DB509E267685726B7,43.82062312654318374,43820623126543183740
mainnet,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0xf720e9137baa9C7612e6CA59149a5057ab320cFa,895.216214172498875835,895216214172498875835
mainnet,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0x9fdD52eFEb601E4Bc78b89C6490505B8aC637E9f,264.447799889390124864,264447799889390124864
mainnet,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0x9fdD52eFEb601E4Bc78b89C6490505B8aC637E9f,385.256563508966637769,385256563508966637769
mainnet,0xD33526068D116cE69F19A9ee46F0bd304F21A51f,0x79eF6103A513951a3b25743DB509E267685726B7,24.852464103454174658,24852464103454174658
mainnet,0xD33526068D116cE69F19A9ee46F0bd304F21A51f,0x79eF6103A513951a3b25743DB509E267685726B7,50.604662973945231923,50604662973945231923
mainnet,0xD33526068D116cE69F19A9ee46F0bd304F21A51f,0x79eF6103A513951a3b25743DB509E267685726B7,70.379866714992444379,70379866714992444379
mainnet,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0xf720e9137baa9C7612e6CA59149a5057ab320cFa,877.662955071077329249,877662955071077329249
mainnet,0xD33526068D116cE69F19A9ee46F0bd304F21A51f,0x79eF6103A513951a3b25743DB509E267685726B7,43.82062312654318374,43820623126543183740
mainnet,0xD33526068D116cE69F19A9ee46F0bd304F21A51f,0x79eF6103A513951a3b25743DB509E267685726B7,69.686252496243502222,69686252496243502222
mainnet,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0x9fdD52eFEb601E4Bc78b89C6490505B8aC637E9f,800.275513730830223523,800275513730830223523
mainnet,0xD33526068D116cE69F19A9ee46F0bd304F21A51f,0x79eF6103A513951a3b25743DB509E267685726B7,70.389961181904440386,70389961181904440386
mainnet,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0x9fdD52eFEb601E4Bc78b89C6490505B8aC637E9f,281.572988242638147407,281572988242638147407
mainnet,0xD33526068D116cE69F19A9ee46F0bd304F21A51f,0x79eF6103A513951a3b25743DB509E267685726B7,40.070902600767985089,40070902600767985089
mainnet,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0x9fdD52eFEb601E4Bc78b89C6490505B8aC637E9f,275.94152847778538446,275941528477785384460
mainnet,0xD33526068D116cE69F19A9ee46F0bd304F21A51f,0x79eF6103A513951a3b25743DB509E267685726B7,39.269484548752625388,39269484548752625388
mainnet,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0x9fdD52eFEb601E4Bc78b89C6490505B8aC637E9f,223.392477638331173654,223392477638331173654
mainnet,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,0x1CCE9d493224A19FcB5f7fBade8478630141CB54,0.090858866630473109,90858866630473109
mainnet,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0x9fdD52eFEb601E4Bc78b89C6490505B8aC637E9f,190.479055280918218804,190479055280918218804
mainnet,0xD33526068D116cE69F19A9ee46F0bd304F21A51f,0x79eF6103A513951a3b25743DB509E267685726B7,40.243797234489212814,40243797234489212814
mainnet,0xD33526068D116cE69F19A9ee46F0bd304F21A51f,0x79eF6103A513951a3b25743DB509E267685726B7,41.082209676874404749,41082209676874404749
mainnet,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,0x1CCE9d493224A19FcB5f7fBade8478630141CB54,0.130484897620224199,130484897620224199
mainnet,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0x9fdD52eFEb601E4Bc78b89C6490505B8aC637E9f,194.447368932604015029,194447368932604015029
mainnet,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0x9fdD52eFEb601E4Bc78b89C6490505B8aC637E9f,228.182862787403971525,228182862787403971525
mainnet,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0x9fdD52eFEb601E4Bc78b89C6490505B8aC637E9f,223.619205531655892095,223619205531655892095
