,chain,symbol,earned_fees,fees_to_vebal,fees_to_dao,total_incentives,aura_incentives,bal_incentives,redirected_incentives,reroute_incentives,last_join_exit
0xcd78a20c597e367a4e478a2411ceb790604d7c8f000000000000000000000c22,polygon,maticX-WMATIC-BPT,3286.14,4609.9538,2482.2828,7405.8702,5046.3148,2359.5554,313.6336,0,2024-11-21 07:00:21+00:00
0xf0ad209e2e969eaaa8c882aac71f02d8a047d5c2000200000000000000000b49,polygon,ECLP-WMATIC-stMATIC,145.32,203.8618,109.7717,0,0,0,-313.6336,0,2024-11-20 03:32:26+00:00
0x596192bb6e41802428ac943d2f1476c1af25cc0e000000000000000000000659,mainnet,ezETH-WETH-BPT,23761.37,20372.8480,10969.9951,31619.5585,22261.7083,9357.8501,276.7154,0,2024-11-21 02:01:35+00:00
0x93d199263632a4ef4bb438f1feb99e57b4b5f0bd0000000000000000000005c2,mainnet,wstETH-WETH-BPT,20490.38,17568.3219,9459.8656,27266.8103,19295.7722,7971.0381,238.6227,0,2024-11-20 18:41:11+00:00
0x36be1e97ea98ab43b4debf92742517266f5731a3000200000000000000000466,mainnet,50wstETH-50ACX,17574.95,15068.6507,8113.8888,23387.2103,16652.2364,6734.9737,204.6707,0,2024-11-19 04:54:11+00:00
0x3ff3a210e57cfe679d9ad1e9ba6453a716c56a2e0002000000000000000005d5,mainnet,STG/USDC,16809.56,14412.4102,7760.5286,22368.6959,15958.2270,6410.4690,195.7572,0,2024-11-18 01:25:47+00:00
0x1e19cf2d73a72ef1332c882f20534b6519be0276000200000000000000000112,mainnet,B-rETH-STABLE,13430.18,11514.9512,6200.3583,17871.7120,0,17871.7122,156.4025,0,2024-11-20 23:54:47+00:00
0x05ff47afada98a98982113758878f9a8b9fdda0a000000000000000000000645,mainnet,weETH/rETH,11381.17,9758.1430,5254.3847,15145.0681,11036.0909,4108.9770,132.5404,0,2024-11-21 05:34:59+00:00
0x8353157092ed8be69a9df8f95af097bbf33cb2af0000000000000000000005d9,mainnet,GHO/USDT/USDC,10338.67,8864.3101,4773.0901,13757.8002,10090.8151,3666.9851,120.4000,0,2024-11-21 11:16:35+00:00
0xb819feef8f0fcdc268afe14162983a69f6bf179e000000000000000000000689,mainnet,sUSDe/USDC,6753.74,5790.6139,3118.0228,8987.2880,6840.2171,2147.0709,78.6513,0,2024-11-11 16:36:59+00:00
