token_type,token_address,receiver,amount,id
erc20,0xba100000625a3754423978a60c9317c58a424e3D,0xE2c91f3409Ad6d8cE3a2E2eb330790398CB23597,7500,
erc20,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xE2c91f3409Ad6d8cE3a2E2eb330790398CB23597,5000,
erc20,0xba100000625a3754423978a60c9317c58a424e3D,0x145a806E81Ea58087bB5e6165324E57Dababc66a,5000,
