chain,token_address,gauge_address,amount,amount_mantissa
mainnet,0xD33526068D116cE69F19A9ee46F0bd304F21A51f,0x79eF6103A513951a3b25743DB509E267685726B7,23.52990818264207038,23529908182642070380
mainnet,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0xf720e9137baa9C7612e6CA59149a5057ab320cFa,1120.660544521881198882,1120660544521881198882
mainnet,0xD33526068D116cE69F19A9ee46F0bd304F21A51f,0x79eF6103A513951a3b25743DB509E267685726B7,23.52990818264207038,23529908182642070380
mainnet,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0xf720e9137baa9C7612e6CA59149a5057ab320cFa,1098.6868083547854891,1098686808354785489100
mainnet,0xD33526068D116cE69F19A9ee46F0bd304F21A51f,0x79eF6103A513951a3b25743DB509E267685726B7,41.839960984096560487,41839960984096560487
mainnet,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0xf720e9137baa9C7612e6CA59149a5057ab320cFa,1157.997640636449711424,1157997640636449711424
mainnet,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0xf720e9137baa9C7612e6CA59149a5057ab320cFa,1135.291804545538932768,1135291804545538932768
mainnet,0xD33526068D116cE69F19A9ee46F0bd304F21A51f,0x79eF6103A513951a3b25743DB509E267685726B7,92.555475913938303873,92555475913938303873
mainnet,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0xf720e9137baa9C7612e6CA59149a5057ab320cFa,1474.974210227270809855,1474974210227270809855
mainnet,0xD33526068D116cE69F19A9ee46F0bd304F21A51f,0x79eF6103A513951a3b25743DB509E267685726B7,90.740662660723827328,90740662660723827328
mainnet,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0xf720e9137baa9C7612e6CA59149a5057ab320cFa,1474.974210227270809855,1474974210227270809855
mainnet,0xD33526068D116cE69F19A9ee46F0bd304F21A51f,0x79eF6103A513951a3b25743DB509E267685726B7,41.019569592251529888,41019569592251529888
