,chain,symbol,earned_fees,fees_to_vebal,fees_to_dao,total_incentives,aura_incentives,bal_incentives,redirected_incentives,reroute_incentives,last_join_exit
0xcd78a20c597e367a4e478a2411ceb790604d7c8f000000000000000000000c22,polygon,maticX-WMATIC-BPT,6056.05,5911.9494,3183.3574,9095.3067,6794.2487,2301.0580,0.0000,0,2024-08-29 06:57:10+00:00
0xf0ad209e2e969eaaa8c882aac71f02d8a047d5c2000200000000000000000b49,polygon,ECLP-WMATIC-stMATIC,559.50,546.1870,294.1007,840.2877,0,840.2877,0.0000,0,2024-08-29 05:30:06+00:00
0xee278d943584dd8640eaf4cc6c7a5c80c0073e85000200000000000000000bc7,polygon,ECLP-WMATIC-MATICX,0.00,0.0000,0.0000,0,0,0,0.0000,0,2024-08-26 14:18:02+00:00
0x596192bb6e41802428ac943d2f1476c1af25cc0e000000000000000000000659,mainnet,ezETH-WETH-BPT,20677.64,16581.5932,8928.5502,25674.7576,18057.3575,7617.4002,164.6142,0,2024-08-29 08:19:35+00:00
0x93d199263632a4ef4bb438f1feb99e57b4b5f0bd0000000000000000000005c2,mainnet,wstETH-WETH-BPT,12933.42,10371.4307,5584.6165,16059.0099,11481.8292,4577.1808,102.9627,0,2024-08-28 18:31:35+00:00
0x36be1e97ea98ab43b4debf92742517266f5731a3000200000000000000000466,mainnet,50wstETH-50ACX,10592.05,8493.8641,4573.6191,13151.8065,9493.7988,3658.0076,84.3232,0,2024-08-28 15:15:47+00:00
0x1e19cf2d73a72ef1332c882f20534b6519be0276000200000000000000000112,mainnet,B-rETH-STABLE,10183.43,8166.1879,4397.1781,12644.4361,0,12644.4361,81.0701,0,2024-08-29 05:05:23+00:00
0x9f9d900462492d4c21e9523ca95a7cd86142f298000200000000000000000462,mainnet,50rETH-50RPL,6931.43,5558.3787,2992.9731,8606.5328,6385.6085,2220.9243,55.1810,0,2024-08-26 03:22:59+00:00
0x42ed016f826165c2e5976fe5bc3df540c5ad0af700000000000000000000058b,mainnet,wstETH-rETH-sfrxETH-BPT,4556.09,3653.5713,1967.3076,5657.1498,4368.7345,1288.4152,36.2709,0,2024-08-17 18:04:23+00:00
0x848a5564158d84b8a8fb68ab5d004fae11619a5400000000000000000000066a,mainnet,weETH/ezETH/rswETH,4221.14,3384.9717,1822.6771,5241.2532,4084.3323,1156.9209,33.6044,0,2024-08-27 18:56:47+00:00
0x05ff47afada98a98982113758878f9a8b9fdda0a000000000000000000000645,mainnet,weETH/rETH,3803.67,3050.1986,1642.4146,4722.8940,3729.8633,993.0308,30.2808,0,2024-08-28 02:32:35+00:00
0x8353157092ed8be69a9df8f95af097bbf33cb2af0000000000000000000005d9,mainnet,GHO/USDT/USDC,3716.65,2980.4165,1604.8396,4614.8443,3655.9757,958.8687,29.5882,0,2024-08-28 15:33:47+00:00
0xb819feef8f0fcdc268afe14162983a69f6bf179e000000000000000000000689,mainnet,sUSDe/USDC,3179.88,2549.9756,1373.0638,3948.3543,3200.2104,748.1439,25.3150,0,2024-08-25 22:09:47+00:00
0x4216d5900a6109bba48418b5e2ab6cc4e61cf4770000000000000000000006a1,mainnet,trenSTETH,2755.51,2209.6693,1189.8219,3421.4277,2839.8827,581.5450,21.9365,0,2024-08-26 07:02:59+00:00
0x63e0d47a6964ad1565345da9bfa66659f4983f02000000000000000000000681,mainnet,pufETH/wstETH,2345.23,1880.6619,1012.6641,2911.9964,2491.5186,420.4778,18.6704,0,2024-08-29 06:11:59+00:00
0xf16aee6a71af1a9bc8f56975a4c2705ca7a782bc0002000000000000000004bb,mainnet,20WETH-80ALCX,2296.83,1841.8495,991.7651,2851.8995,2450.4227,401.4769,18.2849,0,2024-08-26 01:33:35+00:00
0xf01b0684c98cd7ada480bfdf6e43876422fa1fc10002000000000000000005de,mainnet,ECLP-wstETH-wETH,2263.82,1815.3785,977.5115,2810.9121,2422.3944,388.5178,18.0222,0,2024-08-26 01:06:35+00:00
