pool_id,chain,partner,earned_fees,amount,target,pool_type
0x3de27efa2f1aa663ae5d458857e731c129069f29000200000000000000000588,mainnet,EZKL,27277.93479010661356397197269,1363.896739505330678198598634,0xB7aadD330A64088A85e500874DCDcFB7F253fEB4,non-core
