target,platform,amount,bribe_platform
0xDaCD99029b4B94CD04fE364aAc370829621C1C64,balancer,218.4430,hh
0xDaCD99029b4B94CD04fE364aAc370829621C1C64,aura,0.0000,hh
0x730A168cF6F501cf302b803FFc57FF3040f378Bf,balancer,130.2008,hh
0x730A168cF6F501cf302b803FFc57FF3040f378Bf,aura,0.0000,hh
0x8135d6AbFd42707A87A7b94c5CFA3529f9b432AD,balancer,785.9428,hh
0x8135d6AbFd42707A87A7b94c5CFA3529f9b432AD,aura,0.0000,hh
0x5B5BAD6A124C5f45b4289908bA15Ff0047928648,balancer,571.3707,hh
0x5B5BAD6A124C5f45b4289908bA15Ff0047928648,aura,0.0000,hh
0x79eF6103A513951a3b25743DB509E267685726B7,balancer,6264.1225,hh
0x79eF6103A513951a3b25743DB509E267685726B7,aura,0.0000,hh
0xf7B0751Fea697cf1A541A5f57D11058a8fB794ee,balancer,0.0000,hh
0xf7B0751Fea697cf1A541A5f57D11058a8fB794ee,aura,2220.7377,hh
0x183D73dA7adC5011EC3C46e33BB50271e59EC976,balancer,606.5996,hh
0x183D73dA7adC5011EC3C46e33BB50271e59EC976,aura,0.0000,hh
0x16b0056636Fcc85f92C49cD49a24bc519d4A1941,payment,17227.55515263483534836985481,
0xea06e1b4259730724885a39CE3ca670eFB020E26,beets,541.1720225754446917011018331,
