pool_id,chain,alliance_member,amount,target,pool_type
0x1e19cf2d73a72ef1332c882f20534b6519be0276000200000000000000000112,mainnet,Rocket Pool,2064.538437251513978407786606,0xb867EA3bBC909954d737019FEf5AB25dFDb38CB9,core
