chain,total_fees_collected,total_fees_earned_twap,noncore_fees,noncore_to_dao,noncore_to_vebal,noncore_to_beets,dao_share_pct,vebal_share_pct,beets_share_pct
optimism,1430.9878,498.0626,932.9252,81.6310,384.8317,466.4626,17.50,82.50,50.00
arbitrum,7415.8313,1122.7755,6293.0558,1101.2848,5191.7710,0.0000,17.50,82.50,0.00
avalanche,253.0668,0,253.0668,44.2867,208.7801,0.0000,17.50,82.50,0.00
polygon,8278.7523,0,8278.7523,1448.7816,6829.9706,0.0000,17.50,82.50,0.00
base,2416.1030,816.2439,1599.8591,279.9753,1319.8837,0.0000,17.50,82.50,0.00
mainnet,80727.8219,15937.1403,37512.7468,6564.7307,30948.0161,0.0000,17.50,82.50,0.00
