pool_id,chain,alliance_member,amount,target,pool_type
0x5418a64e0cdb20548ACB394f5D00a089BAf02161,arbitrum,Rocket Pool,42.68521869214196252665292683,0xb867EA3bBC909954d737019FEf5AB25dFDb38CB9,non-core
0xB7B8B3AfC010169779C5C2385ec0eB0477FE3347,base,Rocket Pool,50.65717296148060458243763804,0xb867EA3bBC909954d737019FEf5AB25dFDb38CB9,non-core
0x1ea5870f7C037930CE1d5d8d9317c670e89e13E3,mainnet,Rocket Pool,379.5165467232421722550517866,0xb867EA3bBC909954d737019FEf5AB25dFDb38CB9,non-core
0x6b31a94029fd7840d780191b6d63fa0d269bd883,mainnet,Lido,448.0555310587252743903209151,0x87D93d9B2C672bf9c9642d853a8682546a5012B5,core
