chain,total_fees_collected,total_fees_earned_twap,noncore_fees,noncore_to_dao,noncore_to_vebal,noncore_to_beets,dao_share_pct,vebal_share_pct,beets_share_pct
arbitrum,8892.9664,7056.9727,1592.0782,278.6137,1313.4645,0.0000,17.50,82.50,0.00
gnosis,2492.1700,876.7566,1615.4134,282.6973,1332.7161,0.0000,17.50,82.50,0.00
avalanche,202.7624,0,202.7624,35.4834,167.2790,0.0000,17.50,82.50,0.00
base,3258.8348,2389.8622,508.7046,89.0233,419.6813,0.0000,17.50,82.50,0.00
plasma,5038.9969,0,5038.9969,881.8245,4157.1724,0.0000,17.50,82.50,0.00
mainnet,22318.5090,16725.4619,2901.3289,507.7326,2393.5963,0.0000,17.50,82.50,0.00
