pool_id,chain,symbol,bpt_price,earned_fees,fees_to_vebal,fees_to_dao,total_incentives,aura_incentives,bal_incentives,redirected_incentives,reroute_incentives,last_join_exit,is_partner
0xcd78a20c597e367a4e478a2411ceb790604d7c8f000000000000000000000c22,polygon,maticX-WMATIC-BPT,0.2140,924.5822,115.5728,161.8019,647.2075,0.0000,647.2075,0.0000,0,1750332489,False
0x93d199263632a4ef4bb438f1feb99e57b4b5f0bd0000000000000000000005c2,mainnet,Lido,2700.5029,13361.0990,1670.1374,2338.1923,7215.8561,6538.5379,677.3183,201.2792,0,1750167263,True
0x1e19cf2d73a72ef1332c882f20534b6519be0276000200000000000000000112,mainnet,Rocket Pool,2694.0786,11425.3248,1428.1656,1999.4318,6170.4131,0.0000,6170.4131,172.1176,0,1749977543,True
0x36be1e97ea98ab43b4debf92742517266f5731a3000200000000000000000466,mainnet,50wstETH-50ACX,24.9379,6375.5532,796.9441,1115.7218,4558.9321,3862.6626,696.2696,96.0449,0,1750318331,False
0x42ed016f826165c2e5976fe5bc3df540c5ad0af700000000000000000000058b,mainnet,wstETH-rETH-sfrxETH-BPT,2682.6283,4948.5117,618.5640,865.9895,3538.5053,2894.2322,644.2732,74.5472,0,1749863615,False
0x596192bb6e41802428ac943d2f1476c1af25cc0e000000000000000000000659,mainnet,ezETH-WETH-BPT,2664.3218,3881.7435,485.2179,679.3051,2775.6972,2215.4381,560.2591,58.4768,0,1750332707,False
0x3ff3a210e57cfe679d9ad1e9ba6453a716c56a2e0002000000000000000005d5,mainnet,STG/USDC,0.4355,2490.3911,311.2989,435.8184,1780.7905,1396.8188,383.9717,37.5167,0,1750184507,False
0xdd59f89b5b07b7844d72996fc9d83d81acc8219600000000000000000000059e,mainnet,uniETH-WETH,2625.1936,2143.6369,267.9546,375.1365,1532.8388,1190.0695,342.7693,32.2930,0,1750133687,False
0x41fdbea2e52790c0a1dc374f07b628741f2e062d0002000000000000000006be,mainnet,ECLP-stdeUSD-deUSD,1.0130,1668.5873,208.5734,292.0028,1193.1477,918.6344,274.5132,25.1365,0,1749281171,False
0x05ff47afada98a98982113758878f9a8b9fdda0a000000000000000000000645,mainnet,weETH/rETH,2663.4280,1567.3249,195.9156,274.2819,1120.7385,857.5633,263.1752,23.6111,0,1750312775,False
0xf16aee6a71af1a9bc8f56975a4c2705ca7a782bc0002000000000000000004bb,mainnet,20WETH-80ALCX,23.2105,1284.2397,160.5300,224.7420,918.3143,0.0000,918.3143,19.3465,0,1750328627,False
