chain,token_address,amount,amount_mantissa
mainnet,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,995.798890186412024805,995798890186412024805
mainnet,0xD33526068D116cE69F19A9ee46F0bd304F21A51f,153.74836176834938982,153748361768349389820
mainnet,0xd33526068d116ce69f19a9ee46f0bd304f21a51f,236.018190853920061473,236018190853920061473
mainnet,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1059.916562,1059916562
