chain,total_fees_collected,total_fees_earned_twap,noncore_fees,noncore_to_dao,noncore_to_vebal,noncore_to_beets,dao_share_pct,vebal_share_pct,beets_share_pct
optimism,2144.0234,1443.0883,700.9351,61.3318,289.1357,350.4675,17.50,82.50,50.00
base,41305.7779,9236.6295,32069.1484,5612.1010,26457.0474,0.0000,17.50,82.50,0.00
gnosis,2867.2300,2350.0691,517.1608,90.5031,426.6577,0.0000,17.50,82.50,0.00
arbitrum,8528.7009,2511.5369,6017.1640,1053.0037,4964.1603,0.0000,17.50,82.50,0.00
avalanche,7484.8002,5082.7968,2402.0034,420.3506,1981.6528,0.0000,17.50,82.50,0.00
mainnet,45749.2093,34680.8608,11068.3486,1936.9610,9131.3876,0.0000,17.50,82.50,0.00
