,chain,symbol,earned_fees,fees_to_vebal,fees_to_dao,total_incentives,aura_incentives,bal_incentives,redirected_incentives,reroute_incentives,last_join_exit
0xcd78a20c597e367a4e478a2411ceb790604d7c8f000000000000000000000c22,polygon,maticX-WMATIC-BPT,6089.77,15884.4733,8553.1779,24463.7165,17214.3757,7249.3408,26.0652,0,2024-12-05 05:56:44+00:00
0xf0ad209e2e969eaaa8c882aac71f02d8a047d5c2000200000000000000000b49,polygon,ECLP-WMATIC-stMATIC,219.99,573.8189,308.9794,883.7399,0,883.7399,0.9416,0,2024-12-05 00:29:56+00:00
0xa8cbbffe0d62797afaf7af0a23810bd5ba39a4dd000200000000000000000f04,polygon,ECLP-GYD-AUSDT,6.73,17.5544,9.4524,0,0,0,-27.0068,0,2024-12-04 20:45:28+00:00
0x1e19cf2d73a72ef1332c882f20534b6519be0276000200000000000000000112,mainnet,B-rETH-STABLE,25389.66,17766.2749,9566.4557,27539.0408,0,27539.0407,206.3102,0,2024-12-04 17:01:59+00:00
0x93d199263632a4ef4bb438f1feb99e57b4b5f0bd0000000000000000000005c2,mainnet,wstETH-WETH-BPT,17073.78,11947.2836,6433.1527,18519.1737,13799.8641,4719.3095,138.7373,0,2024-12-02 03:45:59+00:00
0x36be1e97ea98ab43b4debf92742517266f5731a3000200000000000000000466,mainnet,50wstETH-50ACX,15491.89,10840.3648,5837.1195,16803.3675,12634.5981,4168.7695,125.8832,0,2024-12-05 05:05:35+00:00
0x596192bb6e41802428ac943d2f1476c1af25cc0e000000000000000000000659,mainnet,ezETH-WETH-BPT,13816.86,9668.2718,5205.9925,14986.5367,11400.7226,3585.8142,112.2724,0,2024-12-05 02:01:23+00:00
0x8353157092ed8be69a9df8f95af097bbf33cb2af0000000000000000000005d9,mainnet,GHO/USDT/USDC,12846.13,8989.0088,4840.2355,13933.6288,10685.6546,3247.9742,104.3845,0,2024-12-05 05:57:59+00:00
0x41fdbea2e52790c0a1dc374f07b628741f2e062d0002000000000000000006be,mainnet,ECLP-stdeUSD-deUSD,8851.28,6193.6345,3335.0340,9600.5916,7742.9322,1857.6597,71.9232,0,2024-12-05 01:25:11+00:00
0x05ff47afada98a98982113758878f9a8b9fdda0a000000000000000000000645,mainnet,weETH/rETH,8192.77,5732.8457,3086.9169,8886.3351,7257.8547,1628.4803,66.5724,0,2024-12-05 08:31:23+00:00
0x3ff3a210e57cfe679d9ad1e9ba6453a716c56a2e0002000000000000000005d5,mainnet,STG/USDC,7874.94,5510.4459,2967.1632,8541.5989,7023.7319,1517.8671,63.9898,0,2024-12-03 08:07:11+00:00
0x9f9d900462492d4c21e9523ca95a7cd86142f298000200000000000000000462,mainnet,50rETH-50RPL,7554.59,5286.2828,2846.4600,8194.1297,6787.7528,1406.3768,61.3869,0,2024-12-04 16:46:59+00:00
0xb819feef8f0fcdc268afe14162983a69f6bf179e000000000000000000000689,mainnet,sUSDe/USDC,6445.10,4509.9233,2428.4202,6990.7148,5970.4703,1020.2445,52.3713,0,2024-12-01 09:33:47+00:00
0x848a5564158d84b8a8fb68ab5d004fae11619a5400000000000000000000066a,mainnet,weETH/ezETH/rswETH,6207.47,4343.6430,2338.8847,6732.9682,5795.4251,937.5432,50.4405,0,2024-12-04 08:33:35+00:00
0x42ed016f826165c2e5976fe5bc3df540c5ad0af700000000000000000000058b,mainnet,wstETH-rETH-sfrxETH-BPT,3878.45,2713.9241,1461.3437,4206.7831,4079.8015,126.9817,31.5153,0,2024-12-02 22:07:35+00:00
0xcf7b51ce5755513d4be016b0e28d6edeffa1d52a000200000000000000000617,mainnet,RDNT-WETH,2168.32,1517.2700,816.9915,2351.8806,2351.8808,0,17.6191,0,2024-12-05 06:58:47+00:00
0x63e0d47a6964ad1565345da9bfa66659f4983f02000000000000000000000681,mainnet,pufETH/wstETH,2164.56,1514.6390,815.5748,2347.8026,2347.8026,0,17.5888,0,2024-12-04 12:15:11+00:00
