pool_id,chain,symbol,bpt_price,earned_fees,fees_to_vebal,fees_to_dao,total_incentives,aura_incentives,bal_incentives,redirected_incentives,reroute_incentives,last_join_exit,is_partner
0xcd78a20c597e367a4e478a2411ceb790604d7c8f000000000000000000000c22,polygon,maticX-WMATIC-BPT,0.2327,985.4711,123.1839,172.4574,689.8297,0.0000,689.8297,0.0000,0,1749170182,False
0x596192bb6e41802428ac943d2f1476c1af25cc0e000000000000000000000659,mainnet,ezETH-WETH-BPT,2668.3192,8345.2861,1043.1608,1460.4251,6126.5314,5584.1193,542.4122,284.8311,0,1749117731,False
0x1e19cf2d73a72ef1332c882f20534b6519be0276000200000000000000000112,mainnet,Rocket Pool,2700.7624,7977.5110,997.1889,1396.0644,4460.4720,0.0000,4460.4720,272.2787,0,1748709887,True
0x93d199263632a4ef4bb438f1feb99e57b4b5f0bd0000000000000000000005c2,mainnet,Lido,2705.7499,5481.5973,685.1997,959.2795,3064.9298,2585.9534,478.9764,187.0912,0,1748428379,True
0x42ed016f826165c2e5976fe5bc3df540c5ad0af700000000000000000000058b,mainnet,wstETH-rETH-sfrxETH-BPT,2687.7001,4605.8300,575.7287,806.0202,3381.2816,2908.3681,472.9134,157.2006,0,1748093159,False
0xf16aee6a71af1a9bc8f56975a4c2705ca7a782bc0002000000000000000004bb,mainnet,20WETH-80ALCX,25.8812,2537.0107,317.1263,443.9769,1862.4976,1502.4919,360.0057,86.5902,0,1749203207,False
0x3ff3a210e57cfe679d9ad1e9ba6453a716c56a2e0002000000000000000005d5,mainnet,STG/USDC,0.4531,2525.6875,315.7109,441.9953,1854.1849,1493.9072,360.2777,86.2037,0,1748861051,False
0x36be1e97ea98ab43b4debf92742517266f5731a3000200000000000000000466,mainnet,50wstETH-50ACX,27.8292,2126.2610,265.7826,372.0957,1560.9536,1230.3351,330.6186,72.5710,0,1749122459,False
0x05ff47afada98a98982113758878f9a8b9fdda0a000000000000000000000645,mainnet,weETH/rETH,2668.4923,1781.8347,222.7293,311.8211,1308.0997,1018.9759,289.1238,60.8154,0,1748858591,False
0x1d13531bf6344c102280ce4c458781fbf14dad140000000000000000000006df,mainnet,tETH/wstETH,3116.2693,1413.9483,176.7435,247.4409,1038.0229,0.0000,1038.0229,48.2592,0,1749118883,False
0xb91159aa527d4769cb9faf3e4adb760c7e8c8ea700000000000000000000067c,mainnet,ETHx/wstETH,2654.7723,1338.8490,167.3561,234.2986,982.8903,0.0000,982.8903,45.6960,0,1749171203,False
0xdfe6e7e18f6cc65fa13c8d8966013d4fda74b6ba000000000000000000000558,mainnet,ankrETH/wstETH,2688.8099,983.6366,122.9546,172.1364,722.1179,0.0000,722.1179,33.5723,0,1748698583,False
0x848a5564158d84b8a8fb68ab5d004fae11619a5400000000000000000000066a,mainnet,weETH/ezETH/rswETH,2674.5931,747.1846,93.3981,130.7573,548.5312,0.0000,548.5312,25.5020,0,1748181911,False
0x63e0d47a6964ad1565345da9bfa66659f4983f02000000000000000000000681,mainnet,pufETH/wstETH,2659.8605,575.4438,71.9305,100.7027,0.0000,0.0000,0.0000,-402.8106,0,1749167783,False
