Note: check out the docs at https://docs.sablier.com/csv to learn more
address,amount,start,end
0x6c328C0A17D0F0E2f2AE8286823743e0aF8D4cCB,9491.578220261207625107,2025-06-01 00:00,2025-10-01 00:00
