Note: check out the docs at https://docs.sablier.com/csv to learn more
address,amount,start,end
0x99AfD53f807766A8B98400B0C785E500c041F32B,74522.4034452463,2025-04-01 00:00,2025-10-01 00:00
0x3f993093c3917Fe7A117f37cFD008775249f59c8,85987.3885906688,2025-04-01 00:00,2025-10-01 00:00
0xafFC70b81D54F229A5F50ec07e2c76D2AAAD07Ae,42993.6942953344,2025-04-01 00:00,2025-10-01 00:00
0xE743449D33F2F330A46dbC050565239F5dF8805A,68789.9108725350,2025-04-01 00:00,2025-10-01 00:00
0x1b7D0C1d2A730fa791A2937AD75Fef11AeACa3D4,57324.9257271125,2025-04-01 00:00,2025-10-01 00:00
0xA0c60A3Bf0934869f03955f3431E044059B03E62,28662.4628635563,2025-04-01 00:00,2025-10-01 00:00
