,chain,symbol,earned_fees,fees_to_vebal,fees_to_dao,total_incentives,aura_incentives,bal_incentives,redirected_incentives,reroute_incentives,last_join_exit
0xcd78a20c597e367a4e478a2411ceb790604d7c8f000000000000000000000c22,polygon,maticX-WMATIC-BPT,6141.99,3524.7963,1897.9672,5422.7635,4335.9889,1086.7746,0.0000,0,2024-07-03 22:27:36+00:00
0xf0ad209e2e969eaaa8c882aac71f02d8a047d5c2000200000000000000000b49,polygon,ECLP-WMATIC-stMATIC,960.15,551.0157,296.7008,847.7165,0,847.7165,0.0000,0,2024-07-04 13:10:15+00:00
0xee278d943584dd8640eaf4cc6c7a5c80c0073e85000200000000000000000bc7,polygon,ECLP-WMATIC-MATICX,0.00,0.0000,0.0000,0,0,0,0.0000,0,2024-07-04 12:59:53+00:00
0x596192bb6e41802428ac943d2f1476c1af25cc0e000000000000000000000659,mainnet,ezETH-WETH-BPT,131800.93,67002.7599,36078.4092,103613.6734,71899.9938,31713.6793,532.5043,0,2024-07-04 09:56:35+00:00
0x05ff47afada98a98982113758878f9a8b9fdda0a000000000000000000000645,mainnet,weETH/rETH,30460.22,15484.8589,8338.0010,23945.9257,16810.3563,7135.5695,123.0658,0,2024-07-03 22:22:35+00:00
0xb819feef8f0fcdc268afe14162983a69f6bf179e000000000000000000000689,mainnet,sUSDe/USDC,18339.92,9323.3428,5020.2615,14417.7016,10221.6623,4196.0394,74.0972,0,2024-07-03 06:34:59+00:00
0x93d199263632a4ef4bb438f1feb99e57b4b5f0bd0000000000000000000005c2,mainnet,wstETH-WETH-BPT,14829.23,7538.6368,4059.2660,11657.8160,8313.2226,3344.5934,59.9133,0,2024-07-03 14:06:59+00:00
0x848a5564158d84b8a8fb68ab5d004fae11619a5400000000000000000000066a,mainnet,weETH/ezETH/rswETH,13836.87,7034.1573,3787.6232,10877.6844,7773.7676,3103.9169,55.9039,0,2024-07-04 07:49:23+00:00
0x1e19cf2d73a72ef1332c882f20534b6519be0276000200000000000000000112,mainnet,B-rETH-STABLE,13685.62,6957.2674,3746.2209,10758.7811,7691.5468,3067.2343,55.2928,0,2024-07-04 03:38:35+00:00
0x7761b6e0daa04e70637d81f1da7d186c205c2ade00000000000000000000065d,mainnet,rsETH / ETHx,9980.47,5073.7050,2731.9950,7846.0232,5677.3970,2168.6262,40.3232,0,2024-07-02 11:37:23+00:00
0x36be1e97ea98ab43b4debf92742517266f5731a3000200000000000000000466,mainnet,50wstETH-50ACX,9579.83,4870.0343,2622.3262,7531.0650,5459.6058,2071.4592,38.7045,0,2024-07-04 06:49:11+00:00
0x9f9d900462492d4c21e9523ca95a7cd86142f298000200000000000000000462,mainnet,50rETH-50RPL,6654.46,3382.8835,1821.5526,5231.3217,3869.3509,1361.9709,26.8856,0,2024-07-02 22:25:23+00:00
0xf01b0684c98cd7ada480bfdf6e43876422fa1fc10002000000000000000005de,mainnet,ECLP-wstETH-wETH,6087.72,3094.7736,1666.4166,4785.7859,3561.2664,1224.5196,24.5957,0,2024-07-03 13:53:47+00:00
0x63e0d47a6964ad1565345da9bfa66659f4983f02000000000000000000000681,mainnet,pufETH/wstETH,4774.05,2426.9520,1306.8203,3753.0606,2847.1446,905.9160,19.2883,0,2024-07-04 06:52:11+00:00
0x42ed016f826165c2e5976fe5bc3df540c5ad0af700000000000000000000058b,mainnet,wstETH-rETH-sfrxETH-BPT,4059.89,2063.8992,1111.3303,3191.6324,2458.9213,732.7109,16.4029,0,2024-07-02 06:07:47+00:00
0x3ff3a210e57cfe679d9ad1e9ba6453a716c56a2e0002000000000000000005d5,mainnet,STG/USDC,3564.10,1811.8578,975.6157,2801.8732,2189.4058,612.4673,14.3997,0,2024-07-03 06:18:47+00:00
