chain,total_fees_collected,total_fees_earned_twap,noncore_fees,noncore_to_dao,noncore_to_vebal,noncore_to_beets,dao_share_pct,vebal_share_pct,beets_share_pct
avalanche,8531.4523,6044.4464,2487.0059,435.2260,2051.7799,0.0000,17.50,82.50,0.00
arbitrum,5229.2061,2762.9885,2466.2176,431.5881,2034.6296,0.0000,17.50,82.50,0.00
gnosis,4868.3116,3186.7155,1681.5961,294.2793,1387.3168,0.0000,17.50,82.50,0.00
base,21603.5712,14578.5742,7024.9970,1229.3745,5795.6225,0.0000,17.50,82.50,0.00
mainnet,34468.5883,20703.9126,13764.6757,2408.8182,11355.8574,0.0000,17.50,82.50,0.00
optimism,3010.3600,2562.1103,448.2497,39.2219,184.9030,224.1249,17.50,82.50,50.00
