,chain,symbol,earned_fees,fees_to_vebal,fees_to_dao,total_incentives,aura_incentives,bal_incentives,redirected_incentives,reroute_incentives,last_join_exit
0xcd78a20c597e367a4e478a2411ceb790604d7c8f000000000000000000000c22,polygon,maticX-WMATIC-BPT,5316.23,8862.16,4771.93,13634.09,8297.96,5336.13,0,0,2024-03-28 16:18:22+00:00
0xf0ad209e2e969eaaa8c882aac71f02d8a047d5c2000200000000000000000b49,polygon,ECLP-WMATIC-stMATIC,1988.77,3315.28,1785.15,5100.43,3104.22,1996.21,0,0,2024-03-28 12:39:50+00:00
0xee278d943584dd8640eaf4cc6c7a5c80c0073e85000200000000000000000bc7,polygon,ECLP-WMATIC-MATICX,1199.86,2000.17,1077.01,3077.18,1872.83,1204.35,0,0,2024-03-27 14:10:36+00:00
0x848a5564158d84b8a8fb68ab5d004fae11619a5400000000000000000000066a,mainnet,weETH/ezETH/rswETH,66158.84,29404.45,15833.17,45634.87,27774.22,17860.65,397.25,0,2024-03-28 15:47:11+00:00
0x596192bb6e41802428ac943d2f1476c1af25cc0e000000000000000000000659,mainnet,ezETH-WETH-BPT,51595.18,22931.60,12347.79,35589.19,21660.23,13928.96,309.80,0,2024-03-28 16:14:23+00:00
0x1e19cf2d73a72ef1332c882f20534b6519be0276000200000000000000000112,mainnet,B-rETH-STABLE,44851.92,19934.54,10733.98,30937.83,18829.33,12108.50,269.30,0,2024-03-28 11:00:23+00:00
0x93d199263632a4ef4bb438f1feb99e57b4b5f0bd0000000000000000000005c2,mainnet,wstETH-WETH-BPT,30348.91,13488.65,7263.12,20933.99,12740.81,8193.18,182.23,0,2024-03-28 15:34:11+00:00
0x3ff3a210e57cfe679d9ad1e9ba6453a716c56a2e0002000000000000000005d5,mainnet,STG/USDC,26646.48,11843.09,6377.05,18380.14,11186.49,7193.65,160.00,0,2024-03-27 01:49:47+00:00
0x05ff47afada98a98982113758878f9a8b9fdda0a000000000000000000000645,mainnet,weETH/rETH,26567.29,11807.90,6358.10,18325.51,11153.24,7172.27,159.52,0,2024-03-28 15:52:35+00:00
0xdedb11a6a23263469567c2881a9b9f8629ee0041000000000000000000000669,mainnet,svETH/wstETH,18133.22,8059.35,4339.65,12507.88,7612.53,4895.35,108.88,0,2024-03-28 09:04:23+00:00
0x42ed016f826165c2e5976fe5bc3df540c5ad0af700000000000000000000058b,mainnet,wstETH-rETH-sfrxETH-BPT,16363.78,7272.92,3916.19,11287.37,6869.70,4417.67,98.26,0,2024-03-28 11:00:23+00:00
0x36be1e97ea98ab43b4debf92742517266f5731a3000200000000000000000466,mainnet,50wstETH-50ACX,14427.81,6412.47,3452.87,9951.97,6056.95,3895.02,86.62,0,2024-03-28 12:40:35+00:00
0x7761b6e0daa04e70637d81f1da7d186c205c2ade00000000000000000000065d,mainnet,rsETH / ETHx,7089.65,3151.01,1696.70,4890.27,2976.31,1913.96,42.56,0,2024-03-26 23:47:23+00:00
0xf16aee6a71af1a9bc8f56975a4c2705ca7a782bc0002000000000000000004bb,mainnet,20WETH-80ALCX,6928.52,3079.40,1658.14,4779.14,2908.67,1870.47,41.61,0,2024-03-27 06:39:11+00:00
0xcf7b51ce5755513d4be016b0e28d6edeffa1d52a000200000000000000000617,mainnet,RDNT-WETH,6431.23,2858.38,1539.13,4436.11,2699.90,1736.21,38.61,0,2024-03-28 07:40:35+00:00
0xdfe6e7e18f6cc65fa13c8d8966013d4fda74b6ba000000000000000000000558,mainnet,ankrETH/wstETH,5807.12,2580.99,1389.76,4005.62,2437.89,1567.73,34.87,0,2024-03-25 17:52:35+00:00
0xf01b0684c98cd7ada480bfdf6e43876422fa1fc10002000000000000000005de,mainnet,ECLP-wstETH-wETH,5005.43,2224.68,1197.90,3452.63,2101.33,1351.30,30.05,0,2024-03-28 15:26:23+00:00
0xf7a826d47c8e02835d94fb0aa40f0cc9505cb1340002000000000000000005e0,mainnet,ECLP-wstETH-cbETH,2886.00,1282.69,690.68,1990.69,1211.57,779.12,17.32,0,2024-03-27 12:26:23+00:00
0x9f9d900462492d4c21e9523ca95a7cd86142f298000200000000000000000462,mainnet,50rETH-50RPL,2813.77,1250.59,673.39,1940.86,1181.24,759.62,16.88,0,2024-03-27 01:52:59+00:00
0x264062ca46a1322c2e6464471764089e01f22f1900000000000000000000066b,mainnet,sDOLA-DOLA BSP,1886.11,838.29,451.38,1301.00,791.81,509.19,11.33,0,2024-03-23 16:26:11+00:00
