chain,total_fees_collected,total_fees_earned_twap,noncore_fees,noncore_to_dao,noncore_to_vebal,noncore_to_beets,dao_share_pct,vebal_share_pct,beets_share_pct
arbitrum,5177.9510,2754.0475,2423.9035,424.1831,1999.7204,0.0000,17.50,82.50,0.00
avalanche,7546.4920,5294.7955,2251.6965,394.0469,1857.6496,0.0000,17.50,82.50,0.00
base,80355.7394,7779.2275,72576.5119,12700.8896,59875.6223,0.0000,17.50,82.50,0.00
gnosis,4547.6395,2475.0855,2072.5540,362.6969,1709.8570,0.0000,17.50,82.50,0.00
mainnet,33085.5412,20139.8018,12945.7394,2265.5044,10680.2350,0.0000,17.50,82.50,0.00
optimism,2291.2700,1882.0392,409.2308,35.8077,168.8077,204.6154,17.50,82.50,50.00
