,chain,symbol,earned_fees,fees_to_vebal,fees_to_dao,total_incentives,aura_incentives,bal_incentives,redirected_incentives,reroute_incentives,last_join_exit
0xcd78a20c597e367a4e478a2411ceb790604d7c8f000000000000000000000c22,polygon,maticX-WMATIC-BPT,6345.79,8742.68,4707.60,13450.28,8678.82,4771.46,0,0,2024-04-25 18:04:27+00:00
0xf0ad209e2e969eaaa8c882aac71f02d8a047d5c2000200000000000000000b49,polygon,ECLP-WMATIC-stMATIC,1299.76,1790.70,964.22,2754.92,1777.62,977.30,0,0,2024-04-25 18:16:45+00:00
0xee278d943584dd8640eaf4cc6c7a5c80c0073e85000200000000000000000bc7,polygon,ECLP-WMATIC-MATICX,539.30,743.00,400.08,1143.08,0,1143.08,0,0,2024-04-25 09:08:48+00:00
0x596192bb6e41802428ac943d2f1476c1af25cc0e000000000000000000000659,mainnet,ezETH-WETH-BPT,124269.74,66582.71,35852.23,103100.52,66525.85,36574.67,665.58,0,2024-04-25 19:29:11+00:00
0x848a5564158d84b8a8fb68ab5d004fae11619a5400000000000000000000066a,mainnet,weETH/ezETH/rswETH,42120.30,22567.71,12151.84,34945.16,22548.45,12396.71,225.60,0,2024-04-25 12:30:11+00:00
0x05ff47afada98a98982113758878f9a8b9fdda0a000000000000000000000645,mainnet,weETH/rETH,40383.31,21637.05,11650.72,33504.05,21618.57,11885.48,216.29,0,2024-04-25 16:27:59+00:00
0x1e19cf2d73a72ef1332c882f20534b6519be0276000200000000000000000112,mainnet,B-rETH-STABLE,22195.78,11892.32,6403.56,18414.75,11882.16,6532.59,118.88,0,2024-04-25 03:32:23+00:00
0x3ff3a210e57cfe679d9ad1e9ba6453a716c56a2e0002000000000000000005d5,mainnet,STG/USDC,19287.72,10334.20,5564.57,16002.06,10325.37,5676.69,103.29,0,2024-04-24 17:59:23+00:00
0x93d199263632a4ef4bb438f1feb99e57b4b5f0bd0000000000000000000005c2,mainnet,wstETH-WETH-BPT,19249.02,10313.47,5553.41,15969.95,10304.65,5665.30,103.08,0,2024-04-25 09:36:47+00:00
0xdedb11a6a23263469567c2881a9b9f8629ee0041000000000000000000000669,mainnet,svETH/wstETH,18827.77,10087.77,5431.87,15620.48,10079.15,5541.33,100.84,0,2024-04-24 13:07:59+00:00
0x36be1e97ea98ab43b4debf92742517266f5731a3000200000000000000000466,mainnet,50wstETH-50ACX,15868.77,8502.36,4578.19,13165.55,8495.10,4670.45,85.00,0,2024-04-24 05:21:59+00:00
0x42ed016f826165c2e5976fe5bc3df540c5ad0af700000000000000000000058b,mainnet,wstETH-rETH-sfrxETH-BPT,11567.80,6197.93,3337.35,9597.25,6192.65,3404.60,61.97,0,2024-04-25 16:34:47+00:00
0x8353157092ed8be69a9df8f95af097bbf33cb2af0000000000000000000005d9,mainnet,GHO/USDT/USDC,6582.38,3526.79,1899.04,5461.07,3523.77,1937.30,35.25,0,2024-04-24 22:48:35+00:00
0xf16aee6a71af1a9bc8f56975a4c2705ca7a782bc0002000000000000000004bb,mainnet,20WETH-80ALCX,6088.04,3261.92,1756.42,5050.94,3259.13,1791.81,32.60,0,2024-04-23 23:42:47+00:00
0xf01b0684c98cd7ada480bfdf6e43876422fa1fc10002000000000000000005de,mainnet,ECLP-wstETH-wETH,5587.17,2993.56,1611.92,4635.39,2991.00,1644.39,29.91,0,2024-04-23 23:40:23+00:00
0x9f9d900462492d4c21e9523ca95a7cd86142f298000200000000000000000462,mainnet,50rETH-50RPL,5410.99,2899.16,1561.09,4489.23,2896.69,1592.54,28.98,0,2024-04-24 05:24:35+00:00
0x2e848426aec6dbf2260535a5bea048ed94d9ff3d000000000000000000000536,mainnet,wbETH-wstETH,4860.22,2604.07,1402.19,4032.30,2601.85,1430.45,26.04,0,2024-04-24 13:33:59+00:00
0xdfe6e7e18f6cc65fa13c8d8966013d4fda74b6ba000000000000000000000558,mainnet,ankrETH/wstETH,4323.39,2316.44,1247.31,3586.91,2314.46,1272.45,23.16,0,2024-04-25 15:05:23+00:00
0x7761b6e0daa04e70637d81f1da7d186c205c2ade00000000000000000000065d,mainnet,rsETH / ETHx,4181.16,2240.23,1206.28,3468.89,2238.31,1230.58,22.38,0,2024-04-25 02:48:35+00:00
0xcf7b51ce5755513d4be016b0e28d6edeffa1d52a000200000000000000000617,mainnet,RDNT-WETH,3680.27,1971.86,1061.77,3053.34,1970.17,1083.17,19.71,0,2024-04-25 14:44:47+00:00
0x49cbd67651fbabce12d1df18499896ec87bef46f00000000000000000000064a,mainnet,sDAI/3Pool,2322.24,1244.24,669.97,1926.66,0,1926.66,12.45,0,2024-04-17 18:36:47+00:00
0xf7a826d47c8e02835d94fb0aa40f0cc9505cb1340002000000000000000005e0,mainnet,ECLP-wstETH-cbETH,1904.75,1020.55,549.53,1580.28,0,1580.28,10.20,0,2024-04-12 11:46:47+00:00
0x63e0d47a6964ad1565345da9bfa66659f4983f02000000000000000000000681,mainnet,pufETH/wstETH,1550.72,830.86,447.39,1286.55,0,1286.55,8.30,0,2024-04-25 19:27:23+00:00
0x1cce5169bde03f3d5ad0206f6bd057953539dae600020000000000000000062b,mainnet,ECLP-GYD-sDAI,1512.13,810.19,436.25,1254.55,0,1254.55,8.11,0,2024-04-23 23:21:47+00:00
0x264062ca46a1322c2e6464471764089e01f22f1900000000000000000000066b,mainnet,sDOLA-DOLA BSP,1463.58,784.17,422.25,1214.27,0,1214.27,7.85,0,2024-04-25 12:34:59+00:00
0xff42a9af956617e4c3532ef2fc7567465efe4909000200000000000000000672,mainnet,50KEP/50rsETH,1016.12,544.43,293.15,843.03,0,843.03,5.45,0,2024-04-24 20:39:59+00:00
0xdd59f89b5b07b7844d72996fc9d83d81acc8219600000000000000000000059e,mainnet,uniETH-WETH,996.13,533.72,287.39,826.44,0,826.44,5.33,0,2024-04-24 17:39:11+00:00
0xb08885e6026bab4333a80024ec25a1a3e1ff2b8a000200000000000000000445,mainnet,B-staFiETH-WETH-Stable,575.32,308.25,165.98,0,0,0,-474.23,0,2024-04-24 10:19:59+00:00
0x09b03b7cbb19b3dae94f884cf60dbc3c99a3947b00000000000000000000066c,mainnet,pyUSD/sDOLA BSP,483.68,259.15,139.54,0,0,0,-398.70,0,2024-04-15 01:23:23+00:00
0xe7e2c68d3b13d905bbb636709cf4dfd21076b9d20000000000000000000005ca,mainnet,swETH-WETH-BPT,444.56,238.19,128.26,0,0,0,-366.45,0,2024-04-20 22:28:23+00:00
0xd3f8ab9c5928fdf53153e7757131ad7815fe3146000000000000000000000661,mainnet,vETH/wstETH,361.90,193.90,104.41,0,0,0,-298.31,0,2024-04-21 21:51:59+00:00
