chain,token_address,amount,amount_mantissa
mainnet,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,2044.340855279212983637,2044340855279212983637
mainnet,0xD33526068D116cE69F19A9ee46F0bd304F21A51f,225.727482764427512379,225727482764427512379
mainnet,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,0.066403129275209193,66403129275209193
