pool_id,chain,symbol,bpt_price,earned_fees,fees_to_vebal,fees_to_dao,total_incentives,aura_incentives,bal_incentives,redirected_incentives,reroute_incentives,last_join_exit
0xcd78a20c597e367a4e478a2411ceb790604d7c8f000000000000000000000c22,polygon,maticX-WMATIC-BPT,0.1993,1578.9409,5383.6534,2898.8903,8314.9560,5593.7670,2721.1890,32.4124,0,1744269248
0xa8cbbffe0d62797afaf7af0a23810bd5ba39a4dd000200000000000000000f04,polygon,ECLP-GYD-AUSDT,1.0151,6.0977,20.7910,11.1951,0.0000,0.0000,0.0000,-31.9861,0,1744170015
0xf0ad209e2e969eaaa8c882aac71f02d8a047d5c2000200000000000000000b49,polygon,ECLP-WMATIC-stMATIC,0.2013,0.0813,0.2771,0.1492,0.0000,0.0000,0.0000,-0.4263,0,1744172877
0x93d199263632a4ef4bb438f1feb99e57b4b5f0bd0000000000000000000005c2,mainnet,wstETH-WETH-BPT,1856.4165,16537.3876,8324.2989,4482.3148,13047.6852,9393.6813,3654.0039,241.0715,0,1744167431
0x1e19cf2d73a72ef1332c882f20534b6519be0276000200000000000000000112,mainnet,B-rETH-STABLE,1853.3734,14252.8906,7174.3691,3863.1218,11245.2604,0.0000,11245.2604,207.7695,0,1744218947
0x596192bb6e41802428ac943d2f1476c1af25cc0e000000000000000000000659,mainnet,ezETH-WETH-BPT,1826.8193,5606.3154,2822.0083,1519.5430,4423.2766,3591.7345,831.5420,81.7253,0,1744279283
0x42ed016f826165c2e5976fe5bc3df540c5ad0af700000000000000000000058b,mainnet,wstETH-rETH-sfrxETH-BPT,1842.7435,3782.3627,1903.8992,1025.1765,2984.2125,2623.6249,360.5876,55.1369,0,1744103471
0xb819feef8f0fcdc268afe14162983a69f6bf179e000000000000000000000689,mainnet,sUSDe/USDC,1.0883,3064.2124,1542.4093,830.5281,2417.6055,2242.4482,175.1573,44.6681,0,1744195835
0x36be1e97ea98ab43b4debf92742517266f5731a3000200000000000000000466,mainnet,50wstETH-50ACX,23.5331,2986.0245,1503.0524,809.3359,2355.9167,2200.9480,154.9688,43.5284,0,1743982871
0x05ff47afada98a98982113758878f9a8b9fdda0a000000000000000000000645,mainnet,weETH/rETH,1829.4117,2945.0886,1482.4468,798.2406,2323.6190,2179.2202,144.3989,42.9316,0,1744192943
0xdfe6e7e18f6cc65fa13c8d8966013d4fda74b6ba000000000000000000000558,mainnet,ankrETH/wstETH,1841.9207,2593.2415,1305.3403,702.8755,2046.0184,2046.0184,0.0000,37.8026,0,1743977147
0x41fdbea2e52790c0a1dc374f07b628741f2e062d0002000000000000000006be,mainnet,ECLP-stdeUSD-deUSD,1.0128,2182.5833,1098.6303,591.5702,1722.0168,1722.0168,0.0000,31.8163,0,1743985607
0x63e0d47a6964ad1565345da9bfa66659f4983f02000000000000000000000681,mainnet,pufETH/wstETH,1824.2958,2032.0405,1022.8527,550.7669,1603.2414,1603.2414,0.0000,29.6218,0,1744146731
