chain,token_address,amount,amount_mantissa
mainnet,0xD33526068D116cE69F19A9ee46F0bd304F21A51f,334.871481360046553853,334871481360046553853
mainnet,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,4089.427370137577064769,4089427370137577064769
