chain,token_address,gauge_address,amount,amount_mantissa
mainnet,0xD33526068D116cE69F19A9ee46F0bd304F21A51f,0x79eF6103A513951a3b25743DB509E267685726B7,50.416957123116529302,50416957123116529302
mainnet,0xD33526068D116cE69F19A9ee46F0bd304F21A51f,0x79eF6103A513951a3b25743DB509E267685726B7,62.717181962631992162,62717181962631992162
mainnet,0xD33526068D116cE69F19A9ee46F0bd304F21A51f,0x79eF6103A513951a3b25743DB509E267685726B7,61.487433296698031532,61487433296698031532
mainnet,0xD33526068D116cE69F19A9ee46F0bd304F21A51f,0x79eF6103A513951a3b25743DB509E267685726B7,40.82101438328536145,40821014383285361450
mainnet,0xD33526068D116cE69F19A9ee46F0bd304F21A51f,0x79eF6103A513951a3b25743DB509E267685726B7,55.296107732644483029,55296107732644483029
mainnet,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0xf720e9137baa9C7612e6CA59149a5057ab320cFa,933.816663172894608078,933816663172894608078
mainnet,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0xf720e9137baa9C7612e6CA59149a5057ab320cFa,309.9186252688056552,309918625268805655200
mainnet,0xD33526068D116cE69F19A9ee46F0bd304F21A51f,0x79eF6103A513951a3b25743DB509E267685726B7,40.004594095619654221,40004594095619654221
mainnet,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0xf720e9137baa9C7612e6CA59149a5057ab320cFa,521.228266831436504454,521228266831436504454
mainnet,0xD33526068D116cE69F19A9ee46F0bd304F21A51f,0x79eF6103A513951a3b25743DB509E267685726B7,64.940470766419370404,64940470766419370404
mainnet,0xD33526068D116cE69F19A9ee46F0bd304F21A51f,0x79eF6103A513951a3b25743DB509E267685726B7,54.211870326122042184,54211870326122042184
mainnet,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0xf720e9137baa9C7612e6CA59149a5057ab320cFa,915.506532522445694194,915506532522445694194
mainnet,0xD33526068D116cE69F19A9ee46F0bd304F21A51f,0x79eF6103A513951a3b25743DB509E267685726B7,63.973450974892918235,63973450974892918235
mainnet,0xD33526068D116cE69F19A9ee46F0bd304F21A51f,0x79eF6103A513951a3b25743DB509E267685726B7,43.168025696981426546,43168025696981426546
mainnet,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0xf720e9137baa9C7612e6CA59149a5057ab320cFa,1158.257313251212237841,1158257313251212237841
mainnet,0xD33526068D116cE69F19A9ee46F0bd304F21A51f,0x79eF6103A513951a3b25743DB509E267685726B7,44.588947282807290293,44588947282807290293
mainnet,0xD33526068D116cE69F19A9ee46F0bd304F21A51f,0x79eF6103A513951a3b25743DB509E267685726B7,43.168025696981426546,43168025696981426546
mainnet,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0xf720e9137baa9C7612e6CA59149a5057ab320cFa,1135.092166986187993084,1135092166986187993084
mainnet,0xD33526068D116cE69F19A9ee46F0bd304F21A51f,0x79eF6103A513951a3b25743DB509E267685726B7,44.588947282807290293,44588947282807290293
mainnet,0xD33526068D116cE69F19A9ee46F0bd304F21A51f,0x79eF6103A513951a3b25743DB509E267685726B7,50.416957123116529302,50416957123116529302
mainnet,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0xf720e9137baa9C7612e6CA59149a5057ab320cFa,1105.350537707417051884,1105350537707417051884
mainnet,0xD33526068D116cE69F19A9ee46F0bd304F21A51f,0x79eF6103A513951a3b25743DB509E267685726B7,63.493949329513832909,63493949329513832909
mainnet,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0xf720e9137baa9C7612e6CA59149a5057ab320cFa,1083.243526953268710846,1083243526953268710846
mainnet,0xD33526068D116cE69F19A9ee46F0bd304F21A51f,0x79eF6103A513951a3b25743DB509E267685726B7,62.224070342923556251,62224070342923556251
mainnet,0xD33526068D116cE69F19A9ee46F0bd304F21A51f,0x79eF6103A513951a3b25743DB509E267685726B7,34.45050245544083647,34450502455440836470
mainnet,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0xf720e9137baa9C7612e6CA59149a5057ab320cFa,1068.428782260322917962,1068428782260322917962
mainnet,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0xf720e9137baa9C7612e6CA59149a5057ab320cFa,1047.479198294434233296,1047479198294434233296
mainnet,0xD33526068D116cE69F19A9ee46F0bd304F21A51f,0x79eF6103A513951a3b25743DB509E267685726B7,33.775002407294937716,33775002407294937716
mainnet,0xD33526068D116cE69F19A9ee46F0bd304F21A51f,0x79eF6103A513951a3b25743DB509E267685726B7,61.691050955156507511,61691050955156507511
mainnet,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0xf720e9137baa9C7612e6CA59149a5057ab320cFa,1125.093564894628539907,1125093564894628539907
mainnet,0xD33526068D116cE69F19A9ee46F0bd304F21A51f,0x79eF6103A513951a3b25743DB509E267685726B7,60.481422505055399521,60481422505055399521
mainnet,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0xf720e9137baa9C7612e6CA59149a5057ab320cFa,1103.032906759439745007,1103032906759439745007
mainnet,0xD33526068D116cE69F19A9ee46F0bd304F21A51f,0x79eF6103A513951a3b25743DB509E267685726B7,40.161144730322881815,40161144730322881815
mainnet,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0xf720e9137baa9C7612e6CA59149a5057ab320cFa,1073.007926666939728033,1073007926666939728033
mainnet,0xD33526068D116cE69F19A9ee46F0bd304F21A51f,0x79eF6103A513951a3b25743DB509E267685726B7,40.161144730322881815,40161144730322881815
mainnet,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0xf720e9137baa9C7612e6CA59149a5057ab320cFa,1051.968555555823262777,1051968555555823262777
