,chain,symbol,earned_fees,fees_to_vebal,fees_to_dao,total_incentives,aura_incentives,bal_incentives,redirected_incentives,reroute_incentives,last_join_exit
0x63e0d47a6964ad1565345da9bfa66659f4983f02000000000000000000000681,mainnet,pufETH/wstETH,179.21,88.89,47.86,0,0,0,-136.75,0,2024-04-11 15:45:11+00:00
0xe3e0022d25194431a98e8bf5034d2617c96e1d44000000000000000000000670,mainnet,InstETH/wstETH,33.67,16.70,8.99,0,0,0,-25.69,0,2024-03-29 01:54:35+00:00
0x70d5e3234f6329c1d5a26796dcf4e109d69a34880000000000000000000005e7,mainnet,uniETH/wstETH/rETH,2.58,1.28,0.69,0,0,0,-1.97,0,2024-03-15 01:40:47+00:00
0xed0df9cd16d806e8a523805e53cf0c56e6db4d1d000000000000000000000687,mainnet,ShezUSD/sDAI,0.03,0.01,0.01,0,0,0,-0.02,0,2024-04-03 21:06:59+00:00
0x2e848426aec6dbf2260535a5bea048ed94d9ff3d000000000000000000000536,mainnet,wbETH-wstETH,0.00,0.00,0.00,0,0,0,0.00,0,2023-11-23 01:03:59+00:00
0x40c806394d03d350420d13cd7d1de1c806f349560000000000000000000005f5,mainnet,qETH/WETH,0.00,0.00,0.00,0,0,0,0.00,0,2024-03-16 03:47:35+00:00
0xdd59f89b5b07b7844d72996fc9d83d81acc8219600000000000000000000059e,mainnet,uniETH-WETH,0.00,0.00,0.00,0,0,0,0.00,0,2024-03-15 14:09:47+00:00
0x5f1f4e50ba51d723f12385a8a9606afc3a0555f5000200000000000000000465,mainnet,50wstETH-50LDO,0.00,0.00,0.00,0,0,0,0.00,0,2024-03-14 02:53:59+00:00
0x1ee442b5326009bb18f2f472d3e0061513d1a0ff000200000000000000000464,mainnet,50rETH-50BADGER,0.00,0.00,0.00,0,0,0,0.00,0,2024-02-15 03:07:59+00:00
0x6aa5a6b9257ca6e18b2da94e1a5fbe57ce2947ca00000000000000000000067b,mainnet,genETH/wstETH,0.00,0.00,0.00,0,0,0,0.00,0,2024-03-19 15:04:35+00:00
0xb91159aa527d4769cb9faf3e4adb760c7e8c8ea700000000000000000000067c,mainnet,ETHx/wstETH,0.00,0.00,0.00,0,0,0,0.00,0,2024-03-12 23:59:59+00:00
0x3ff3a210e57cfe679d9ad1e9ba6453a716c56a2e0002000000000000000005d5,mainnet,STG/USDC,0.00,0.00,0.00,0,0,0,0.00,0,2024-03-27 01:49:47+00:00
0x51c72451eddfcc08aae540fd36434bb7ba340d33000000000000000000000683,mainnet,mstETH/wstETH,0.00,0.00,0.00,0,0,0,0.00,0,2024-03-26 02:07:47+00:00
0xbad20c15a773bf03ab973302f61fabcea5101f0a000000000000000000000034,gnosis,bb-WETH-wstETH,6109.98,8523.15,4589.39,13112.54,8331.74,4780.80,0,0,2024-04-11 23:23:25+00:00
0xc771c1a5905420daec317b154eb13e4198ba97d0000000000000000000000023,base,rETH-WETH-BPT,1136.03,1058.97,570.21,2121.32,1347.89,773.43,492.14,0,2024-04-12 00:04:31+00:00
0x0c659734f1eef9c63b7ebdf78a164cdd745586db000000000000000000000046,base,USDC/USDbC/axlUSDC,203.08,189.30,101.93,0,0,0,-291.24,0,2024-04-11 21:16:25+00:00
0xfb4c2e6e6e27b5b4a07a36360c89ede29bb3c9b6000000000000000000000026,base,cbETH/WETH,140.09,130.59,70.32,0,0,0,-200.90,0,2024-04-12 00:06:57+00:00
0x98bedb6a3c0b6feebbe662e6419481a6877d9681000000000000000000000104,base,sfrxETH/cbETH,0.00,0.00,0.00,0,0,0,0.00,0,2024-04-02 23:43:41+00:00
0xfd2620c9cfcec7d152467633b3b0ca338d3d78cc00000000000000000000001c,avalanche,sAVAX-WAVAX-BPT,13385.77,7079.56,3812.07,11131.96,7073.27,4058.69,240.33,0,2024-04-11 22:12:50+00:00
0xc13546b97b9b1b15372368dc06529d7191081f5b00000000000000000000001d,avalanche,ggAVAX-WAVAX-BPT,9345.91,4942.93,2661.58,7772.31,4938.54,2833.77,167.80,0,2024-04-11 21:39:58+00:00
0x9fa6ab3d78984a69e712730a2227f20bcc8b5ad900000000000000000000001f,avalanche,yyAVAX-WAVAX-BPT,462.40,244.56,131.68,0,0,0,-376.24,0,2024-04-09 19:29:12+00:00
0xb26f0e66317846bd5fe0cbaa1d269f0efeb05c9600000000000000000000001e,avalanche,USDC-USDT-BPT,39.19,20.73,11.16,0,0,0,-31.89,0,2024-04-08 13:09:00+00:00
0x32df62dc3aed2cd6224193052ce665dc181658410002000000000000000003bd,arbitrum,RDNT-WETH,23843.31,11926.35,6421.88,18351.53,11660.61,6690.92,3.31,0,2024-04-12 00:04:30+00:00
0x9791d590788598535278552eecd4b211bfc790cb000000000000000000000498,arbitrum,wstETH-WETH-BPT,6973.84,3488.29,1878.31,5367.57,3410.57,1957.00,0.97,0,2024-04-11 22:32:15+00:00
0x451b0afd69ace11ec0ac339033d54d2543b088a80000000000000000000004d5,arbitrum,plsRDNT-Stable,5242.72,2622.39,1412.06,4035.18,2563.96,1471.22,0.73,0,2024-04-11 18:10:38+00:00
0xb61371ab661b1acec81c699854d2f911070c059e000000000000000000000516,arbitrum,ezETH/wstETH,4355.34,2178.53,1173.05,3352.18,2129.98,1222.20,0.60,0,2024-04-11 19:50:24+00:00
0x2d6ced12420a9af5a83765a8c48be2afcd1a8feb000000000000000000000500,arbitrum,cbETH/rETH/wstETH,4308.34,2155.02,1160.39,3316.01,2107.00,1209.01,0.60,0,2024-04-10 22:32:57+00:00
0xd0ec47c54ca5e20aaae4616c25c825c7f48d40690000000000000000000004ef,arbitrum,rETH/wETH BPT,3556.47,1778.93,957.89,2737.31,1739.29,998.02,0.49,0,2024-04-11 11:08:02+00:00
0x3fd4954a851ead144c2ff72b1f5a38ea5976bd54000000000000000000000480,arbitrum,ankrETH/wstETH-BPT,2798.98,1400.04,753.87,2154.30,1368.85,785.45,0.39,0,2024-04-11 15:42:34+00:00
0xc2598280bfea1fe18dfcabd21c7165c40c6859d30000000000000000000004f3,arbitrum,wstETH/sfrxETH,2578.16,1289.59,694.39,1984.34,1260.85,723.49,0.36,0,2024-04-11 13:58:56+00:00
0x2ce4457acac29da4736ae6f5cd9f583a6b335c270000000000000000000004dc,arbitrum,sFRAX/4POOL,1565.85,783.23,421.74,1205.19,765.78,439.41,0.22,0,2024-04-10 10:46:25+00:00
0x423a1323c871abc9d89eb06855bf5347048fc4a5000000000000000000000496,arbitrum,4POOL-BPT,1180.04,590.25,317.83,908.24,577.10,331.14,0.16,0,2024-04-11 22:11:00+00:00
0x4b3af34eb1135d59df8b9cdc2ff07d30d05334c400000000000000000000050d,arbitrum,weETH/rETH,10.18,5.09,2.74,0,0,0,-7.83,0,2024-04-07 13:56:07+00:00
0x9f8ed1acfe0c863381b9081aff2144fc867aa7730002000000000000000004d4,arbitrum,50ANKR/50ankrETH,0.00,0.00,0.00,0,0,0,0.00,0,2024-01-02 18:27:12+00:00
0xa1a8bf131571a2139feb79401aa4a2e9482df6270002000000000000000004b4,arbitrum,50wstETH/50-4Pool,0.00,0.00,0.00,0,0,0,0.00,0,2024-02-16 15:49:05+00:00
0x125bc5a031b2db6733bfa35d914ffa428095978b000200000000000000000514,arbitrum,ECLP-AUSDC-AUSDT,0.00,0.00,0.00,0,0,0,0.00,0,2024-04-09 09:28:06+00:00
0x2f0cdf8596be980ef24924ca7bf54e630ca526b2000000000000000000000529,arbitrum,sUSDe/USDC,0.00,0.00,0.00,0,0,0,0.00,0,2024-04-07 19:43:13+00:00
