label,gauge_address,weight
wstETH/ACX,0xf7b0751fea697cf1a541a5f57d11058a8fb794ee,0.0380
wstETH-wETH-BPT,0x5c0f23a5c1be65fa710d385814a7fd1bda480b1c,0.0291
svETH-wstETH-BPT,0xd98ed0426d18b115d6388923803e33ad8aaf11f8,0.022
weETH/rETH,0xc859bf9d7b8c557bbd229565124c2c09269f3aef,0.0595
ezETH-WETH,0xa8b309a75f0d64ed632d45a003c68a30e59a1d8b,0.1356
B-rETH-STABLE,0x79eF6103A513951a3b25743DB509E267685726B7,0.0408
