chain,total_fees_collected,total_fees_earned_twap,noncore_fees,noncore_to_dao,noncore_to_vebal,noncore_to_beets,dao_share_pct,vebal_share_pct,beets_share_pct
avalanche,17037.9050,1931.2363,15106.6687,2643.6670,12463.0016,0.0000,17.50,82.50,0.00
base,127943.4961,5614.6910,114326.9748,20007.2206,94319.7542,0.0000,17.50,82.50,0.00
gnosis,4869.8623,3155.3493,1714.5130,300.0398,1414.4732,0.0000,17.50,82.50,0.00
arbitrum,8701.1445,5667.6460,3033.4984,530.8622,2502.6362,0.0000,17.50,82.50,0.00
optimism,528.7402,308.4497,220.2905,19.2754,90.8698,110.1453,17.50,82.50,50.00
plasma,74462.8630,0,74462.8630,13031.0010,61431.8619,0.0000,17.50,82.50,0.00
mainnet,33661.4366,26171.1489,7467.6663,1306.8416,6160.8247,0.0000,17.50,82.50,0.00
