chain,total_fees_collected,total_fees_earned_twap,noncore_fees,noncore_to_dao,noncore_to_vebal,noncore_to_beets,dao_share_pct,vebal_share_pct,beets_share_pct
arbitrum,756.4319,569.9405,186.4914,32.6360,153.8554,0.0000,17.50,82.50,0.00
polygon,4143.9951,0,4143.9951,725.1991,3418.7960,0.0000,17.50,82.50,0.00
gnosis,828.0856,98.6170,729.4686,127.6570,601.8116,0.0000,17.50,82.50,0.00
mainnet,15967.9361,74.6099,2712.6803,474.7191,2237.9613,0.0000,17.50,82.50,0.00
