,chain,symbol,earned_fees,fees_to_vebal,fees_to_dao,total_incentives,aura_incentives,bal_incentives,redirected_incentives,reroute_incentives,last_join_exit
0xcd78a20c597e367a4e478a2411ceb790604d7c8f000000000000000000000c22,polygon,maticX-WMATIC-BPT,5036.51,4395.8299,2366.9853,6762.8152,5402.9214,1359.8938,0.0000,0,2024-07-18 15:15:24+00:00
0xf0ad209e2e969eaaa8c882aac71f02d8a047d5c2000200000000000000000b49,polygon,ECLP-WMATIC-stMATIC,745.70,650.8416,350.4532,1001.2948,0,1001.2948,0.0000,0,2024-07-18 10:11:07+00:00
0xee278d943584dd8640eaf4cc6c7a5c80c0073e85000200000000000000000bc7,polygon,ECLP-WMATIC-MATICX,0.00,0.0000,0.0000,0,0,0,0.0000,0,2024-07-17 00:12:01+00:00
0x596192bb6e41802428ac943d2f1476c1af25cc0e000000000000000000000659,mainnet,ezETH-WETH-BPT,36076.13,19534.6175,10518.6402,30406.4542,21801.6025,8604.8516,353.1965,0,2024-07-18 15:41:59+00:00
0x93d199263632a4ef4bb438f1feb99e57b4b5f0bd0000000000000000000005c2,mainnet,wstETH-WETH-BPT,16155.77,8748.0777,4710.5034,13616.7509,10117.9134,3498.8375,158.1699,0,2024-07-12 06:03:11+00:00
0x1e19cf2d73a72ef1332c882f20534b6519be0276000200000000000000000112,mainnet,B-rETH-STABLE,15912.70,8616.4593,4639.6320,13411.8815,0,13411.8814,155.7902,0,2024-07-18 01:35:23+00:00
0x36be1e97ea98ab43b4debf92742517266f5731a3000200000000000000000466,mainnet,50wstETH-50ACX,15889.10,8603.6803,4632.7510,13391.9904,9961.5061,3430.4843,155.5591,0,2024-07-17 14:33:47+00:00
0xb819feef8f0fcdc268afe14162983a69f6bf179e000000000000000000000689,mainnet,sUSDe/USDC,13143.55,7117.0112,3832.2368,11077.9274,8351.1863,2726.7411,128.6794,0,2024-07-17 15:52:35+00:00
0x848a5564158d84b8a8fb68ab5d004fae11619a5400000000000000000000066a,mainnet,weETH/ezETH/rswETH,7329.77,3968.9471,2137.1254,6177.8331,4941.2880,1236.5450,71.7606,0,2024-07-17 17:42:35+00:00
0x05ff47afada98a98982113758878f9a8b9fdda0a000000000000000000000645,mainnet,weETH/rETH,6696.90,3626.2587,1952.6008,5644.4243,4570.0973,1074.3269,65.5648,0,2024-07-18 09:22:47+00:00
0x42ed016f826165c2e5976fe5bc3df540c5ad0af700000000000000000000058b,mainnet,wstETH-rETH-sfrxETH-BPT,5375.94,2910.9811,1567.4513,4531.0644,3795.3277,735.7366,52.6320,0,2024-07-02 06:07:47+00:00
0x3ff3a210e57cfe679d9ad1e9ba6453a716c56a2e0002000000000000000005d5,mainnet,STG/USDC,4123.55,2232.8330,1202.2947,3475.4985,3060.7760,414.7225,40.3709,0,2024-07-14 23:17:11+00:00
0x7761b6e0daa04e70637d81f1da7d186c205c2ade00000000000000000000065d,mainnet,rsETH / ETHx,4071.70,2204.7571,1187.1769,3431.7971,3030.3650,401.4322,39.8632,0,2024-07-17 16:22:11+00:00
