,chain,symbol,earned_fees,fees_to_vebal,fees_to_dao,total_incentives,aura_incentives,bal_incentives,redirected_incentives,reroute_incentives,last_join_exit
0xcd78a20c597e367a4e478a2411ceb790604d7c8f000000000000000000000c22,polygon,maticX-WMATIC-BPT,6555.77,5326.9993,2868.3843,8195.3836,6615.1770,1580.2066,0.0000,0,2024-06-20 14:05:38+00:00
0xf0ad209e2e969eaaa8c882aac71f02d8a047d5c2000200000000000000000b49,polygon,ECLP-WMATIC-stMATIC,1161.77,944.0154,508.3160,1452.3314,0,1452.3314,0.0000,0,2024-06-20 10:31:50+00:00
0xee278d943584dd8640eaf4cc6c7a5c80c0073e85000200000000000000000bc7,polygon,ECLP-WMATIC-MATICX,0.00,0.0000,0.0000,0,0,0,0.0000,0,2024-06-19 22:56:08+00:00
0x596192bb6e41802428ac943d2f1476c1af25cc0e000000000000000000000659,mainnet,ezETH-WETH-BPT,70189.85,29263.8097,15757.4360,45292.3582,31283.4045,14008.9538,271.1125,0,2024-06-20 10:50:47+00:00
0x3ff3a210e57cfe679d9ad1e9ba6453a716c56a2e0002000000000000000005d5,mainnet,STG/USDC,50532.97,21068.3912,11344.5183,32608.0962,22586.1493,10021.9468,195.1867,0,2024-06-17 02:12:11+00:00
0x05ff47afada98a98982113758878f9a8b9fdda0a000000000000000000000645,mainnet,weETH/rETH,33176.98,13832.2682,7448.1444,21408.5607,14906.9309,6501.6298,128.1481,0,2024-06-19 23:46:59+00:00
0x93d199263632a4ef4bb438f1feb99e57b4b5f0bd0000000000000000000005c2,mainnet,wstETH-WETH-BPT,21846.67,9108.3938,4904.5197,14097.2976,9893.7956,4203.5019,84.3841,0,2024-06-20 14:28:47+00:00
0x1e19cf2d73a72ef1332c882f20534b6519be0276000200000000000000000112,mainnet,B-rETH-STABLE,21129.24,8809.2802,4743.4586,13634.3517,9576.3663,4057.9854,81.6129,0,2024-06-20 14:30:35+00:00
0xb819feef8f0fcdc268afe14162983a69f6bf179e000000000000000000000689,mainnet,sUSDe/USDC,16497.62,6878.2482,3703.6721,10645.6435,7527.0898,3118.5536,63.7231,0,2024-06-16 11:45:35+00:00
0x36be1e97ea98ab43b4debf92742517266f5731a3000200000000000000000466,mainnet,50wstETH-50ACX,15957.72,6653.1512,3582.4660,10297.2548,7288.2092,3009.0457,61.6376,0,2024-06-18 23:53:23+00:00
0x848a5564158d84b8a8fb68ab5d004fae11619a5400000000000000000000066a,mainnet,weETH/ezETH/rswETH,11069.02,4614.9364,2484.9658,7142.6569,5125.1869,2017.4700,42.7547,0,2024-06-20 04:47:59+00:00
0x9f9d900462492d4c21e9523ca95a7cd86142f298000200000000000000000462,mainnet,50rETH-50RPL,10849.64,4523.4717,2435.7155,7001.0946,5028.1213,1972.9732,41.9074,0,2024-06-17 02:32:59+00:00
0x42ed016f826165c2e5976fe5bc3df540c5ad0af700000000000000000000058b,mainnet,wstETH-rETH-sfrxETH-BPT,6582.24,2744.2916,1477.6955,4247.4114,3139.9953,1107.4160,25.4243,0,2024-06-20 00:07:35+00:00
0xdedb11a6a23263469567c2881a9b9f8629ee0041000000000000000000000669,mainnet,svETH/wstETH,4856.50,2024.7898,1090.2714,3133.8198,2376.4356,757.3840,18.7586,0,2024-06-17 20:23:23+00:00
0xf01b0684c98cd7ada480bfdf6e43876422fa1fc10002000000000000000005de,mainnet,ECLP-wstETH-wETH,4804.90,2003.2765,1078.6874,3100.5232,2353.6051,746.9181,18.5593,0,2024-06-20 01:15:23+00:00
0x63e0d47a6964ad1565345da9bfa66659f4983f02000000000000000000000681,mainnet,pufETH/wstETH,4095.80,1707.6360,919.4963,2642.9525,2039.8614,603.0911,15.8203,0,2024-06-20 06:41:59+00:00
0x40c806394d03d350420d13cd7d1de1c806f349560000000000000000000005f5,mainnet,qETH/WETH,3681.90,1535.0713,826.5768,2375.8697,1856.7298,519.1397,14.2216,0,2024-06-17 06:42:35+00:00
0xcf7b51ce5755513d4be016b0e28d6edeffa1d52a000200000000000000000617,mainnet,RDNT-WETH,3472.01,1447.5631,779.4571,2240.4311,1763.8633,476.5678,13.4109,0,2024-06-20 01:16:47+00:00
0xdfe6e7e18f6cc65fa13c8d8966013d4fda74b6ba000000000000000000000558,mainnet,ankrETH/wstETH,3069.35,1279.6847,689.0610,1980.6011,1585.7049,394.8962,11.8555,0,2024-06-18 06:12:11+00:00
0x8353157092ed8be69a9df8f95af097bbf33cb2af0000000000000000000005d9,mainnet,GHO/USDT/USDC,2520.65,1050.9186,565.8793,1626.5341,1342.9308,283.6034,9.7362,0,2024-06-20 12:06:35+00:00
0xf7a826d47c8e02835d94fb0aa40f0cc9505cb1340002000000000000000005e0,mainnet,ECLP-wstETH-cbETH,2372.57,989.1806,532.6357,1530.9805,1277.4121,253.5683,9.1642,0,2024-06-16 23:11:35+00:00
0x49cbd67651fbabce12d1df18499896ec87bef46f00000000000000000000064a,mainnet,sDAI/3Pool,2080.93,867.5890,467.1633,1342.7900,0,1342.7900,8.0377,0,2024-06-11 06:30:59+00:00
0xf16aee6a71af1a9bc8f56975a4c2705ca7a782bc0002000000000000000004bb,mainnet,20WETH-80ALCX,2030.28,846.4718,455.7925,1310.1064,0,1310.1064,7.8421,0,2024-06-17 07:17:47+00:00
0x264062ca46a1322c2e6464471764089e01f22f1900000000000000000000066b,mainnet,sDOLA-DOLA BSP,1920.52,800.7102,431.1517,1239.2800,0,1239.2800,7.4181,0,2024-06-20 02:41:47+00:00
0xb08885e6026bab4333a80024ec25a1a3e1ff2b8a000200000000000000000445,mainnet,B-staFiETH-WETH-Stable,1247.40,520.0706,280.0380,804.9267,0,804.9267,4.8181,0,2024-06-09 13:30:59+00:00
0x1cce5169bde03f3d5ad0206f6bd057953539dae600020000000000000000062b,mainnet,ECLP-GYD-sDAI,1039.39,433.3463,233.3403,670.7013,0,670.7013,4.0147,0,2024-06-19 03:25:23+00:00
0x09b03b7cbb19b3dae94f884cf60dbc3c99a3947b00000000000000000000066c,mainnet,pyUSD/sDOLA BSP,943.21,393.2466,211.7482,608.6379,0,608.6379,3.6432,0,2024-06-20 02:04:23+00:00
0x7761b6e0daa04e70637d81f1da7d186c205c2ade00000000000000000000065d,mainnet,rsETH / ETHx,740.08,308.5569,166.1460,0,0,0,-474.7029,0,2024-06-20 14:18:47+00:00
0xe7e2c68d3b13d905bbb636709cf4dfd21076b9d20000000000000000000005ca,mainnet,swETH-WETH-BPT,607.36,253.2228,136.3507,0,0,0,-389.5735,0,2024-06-18 22:20:11+00:00
0xb91159aa527d4769cb9faf3e4adb760c7e8c8ea700000000000000000000067c,mainnet,ETHx/wstETH,434.84,181.2951,97.6204,0,0,0,-278.9155,0,2024-06-19 17:36:47+00:00
0x38fe2b73612527eff3c5ac3bf2dcb73784ad927400000000000000000000068c,mainnet,saETH/wstETH,0.00,0.0000,0.0000,0,0,0,0.0000,0,2024-06-05 00:44:35+00:00
0x47a4f5440ab097cf3ec7abeedf1afecc5749a4e200000000000000000000068d,mainnet,aETH/wstETH,0.00,0.0000,0.0000,0,0,0,0.0000,0,2024-06-05 00:44:59+00:00
0x5f1f4e50ba51d723f12385a8a9606afc3a0555f5000200000000000000000465,mainnet,50wstETH-50LDO,0.00,0.0000,0.0000,0,0,0,0.0000,0,2024-05-21 19:24:11+00:00
0xb3b675a9a3cb0df8f66caf08549371bfb76a9867000200000000000000000611,mainnet,ECLP-mevETH-wETH,0.00,0.0000,0.0000,0,0,0,0.0000,0,2024-06-20 10:42:59+00:00
0xb54e6aadbf1ac1a3ef2a56e358706f0f8e320a0300000000000000000000059f,mainnet,vETH/WETH BPT,0.00,0.0000,0.0000,0,0,0,0.0000,0,2024-06-05 00:48:47+00:00
0xdd59f89b5b07b7844d72996fc9d83d81acc8219600000000000000000000059e,mainnet,uniETH-WETH,0.00,0.0000,0.0000,0,0,0,0.0000,0,2024-06-05 00:48:23+00:00
0xff42a9af956617e4c3532ef2fc7567465efe4909000200000000000000000672,mainnet,50KEP/50rsETH,0.00,0.0000,0.0000,0,0,0,0.0000,0,2024-05-29 03:46:59+00:00
0xbad20c15a773bf03ab973302f61fabcea5101f0a000000000000000000000034,gnosis,bb-WETH-wstETH,9629.40,8803.2945,4740.2355,13543.5300,9286.4319,4257.0981,0,0,2024-06-20 06:21:35+00:00
0xc771c1a5905420daec317b154eb13e4198ba97d0000000000000000000000023,base,rETH-WETH-BPT,1273.82,660.6167,355.7167,1124.7359,1124.7359,0.0000,108.4026,0,2024-06-20 11:44:13+00:00
0xab99a3e856deb448ed99713dfce62f937e2d4d74000000000000000000000118,base,weETH/wETH,766.86,397.7018,214.1471,677.1090,0,677.1090,65.2601,0,2024-06-20 14:25:37+00:00
0x0c659734f1eef9c63b7ebdf78a164cdd745586db000000000000000000000046,base,USDC/USDbC/axlUSDC,112.88,58.5408,31.5220,0,0,0,-90.0627,0,2024-06-20 14:03:43+00:00
0xfb4c2e6e6e27b5b4a07a36360c89ede29bb3c9b6000000000000000000000026,base,cbETH/WETH,104.78,54.3400,29.2600,0,0,0,-83.6000,0,2024-06-20 14:54:55+00:00
0xfd2620c9cfcec7d152467633b3b0ca338d3d78cc00000000000000000000001c,avalanche,sAVAX-WAVAX-BPT,13602.53,4885.6894,2630.7558,7516.4452,5153.8230,2362.6222,0,0,2024-06-20 13:21:53+00:00
0xc13546b97b9b1b15372368dc06529d7191081f5b00000000000000000000001d,avalanche,ggAVAX-WAVAX-BPT,3498.20,1256.4661,676.5587,1933.0248,1325.4228,607.6020,0,0,2024-06-18 17:52:16+00:00
0x32df62dc3aed2cd6224193052ce665dc181658410002000000000000000003bd,arbitrum,RDNT-WETH,19535.43,8555.7772,4606.9570,13769.8740,9987.6025,3782.2715,607.1398,0,2024-06-20 14:48:36+00:00
0x9791d590788598535278552eecd4b211bfc790cb000000000000000000000498,arbitrum,wstETH-WETH-BPT,3309.37,1449.3785,780.4346,2332.6646,2145.4176,187.2472,102.8515,0,2024-06-20 06:33:24+00:00
0x2d6ced12420a9af5a83765a8c48be2afcd1a8feb000000000000000000000500,arbitrum,cbETH/rETH/wstETH,2296.58,1005.8149,541.5926,1618.7828,1618.7828,0.0000,71.3752,0,2024-06-19 18:13:54+00:00
0xd0ec47c54ca5e20aaae4616c25c825c7f48d40690000000000000000000004ef,arbitrum,rETH/wETH BPT,1808.16,791.9055,426.4106,1274.5117,1274.5118,0.0000,56.1956,0,2024-06-19 14:05:54+00:00
0x2ce4457acac29da4736ae6f5cd9f583a6b335c270000000000000000000004dc,arbitrum,sFRAX/4POOL,1426.54,624.7704,336.4148,1005.5205,0,1005.5205,44.3353,0,2024-06-20 07:32:19+00:00
