chain,total_fees_collected,total_fees_earned_twap,noncore_fees,noncore_to_dao,noncore_to_vebal,noncore_to_beets,dao_share_pct,vebal_share_pct,beets_share_pct
avalanche,370.1494,365.6576,4.4918,0.7861,3.7057,0.0000,17.50,82.50,0.00
base,4726.1650,4384.0077,342.1573,59.8775,282.2797,0.0000,17.50,82.50,0.00
arbitrum,24475.7119,18998.0038,5477.7081,958.5989,4519.1092,0.0000,17.50,82.50,0.00
polygon,12284.3478,1129.3392,11155.0087,1952.1265,9202.8821,0.0000,17.50,82.50,0.00
optimism,2014.1720,1541.0749,473.0972,41.3960,195.1526,236.5486,17.50,82.50,50.00
gnosis,19296.7374,1520.2284,17776.5090,3110.8891,14665.6199,0.0000,17.50,82.50,0.00
mainnet,190640.9142,52675.8955,137965.0187,24143.8783,113821.1404,0.0000,17.50,82.50,0.00
