chain,total_fees_collected,total_fees_earned_twap,noncore_fees,noncore_to_dao,noncore_to_vebal,noncore_to_beets,dao_share_pct,vebal_share_pct,beets_share_pct
base,368.9283,116.1506,252.7777,44.2361,208.5416,0.0000,17.50,82.50,0.00
arbitrum,2306.6396,675.9828,1630.6568,285.3649,1345.2918,0.0000,17.50,82.50,0.00
polygon,7403.5821,0,7403.5821,1295.6269,6107.9552,0.0000,17.50,82.50,0.00
gnosis,485.1990,100.7828,384.4162,67.2728,317.1433,0.0000,17.50,82.50,0.00
mainnet,32709.4233,485.2232,818.2710,143.1974,675.0736,0.0000,17.50,82.50,0.00
