pool_id,chain,symbol,gauge_address,voting_pool_override,bpt_price,earned_fees,fees_to_vebal,fees_to_dao,fees_to_beets,total_incentives,aura_incentives,bal_incentives,redirected_incentives,last_join_exit,is_alliance,is_partner
0xcf7b51ce5755513d4be016b0e28d6edeffa1d52a000200000000000000000617,mainnet,80RDNT-20wETH,0xF22BbdAd6B3Dd9314BdF97724DF32b09Ff95C216,,0.0599,54.8492,38.5316,16.3176,0.0000,0.0000,0,0,-38.3945,1773233879,False,False
0x3ff3a210e57cfe679d9ad1e9ba6453a716c56a2e0002000000000000000005d5,mainnet,STG/USDC,0x15C84754c7445D0DF6c613f1490cA07654347c1B,,0.4254,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0,False,False
0xaa56989be5e6267fc579919576948db3e1f108070002000000000000000000ca,gnosis,ECLP-sDAI-USDC.e-rh,0xc0b75da8E6F6403804EFEFDE3101b02276C5f8EA,,1.0647,24.8306,17.4435,7.3871,0.0000,0.0000,0,0,-17.3814,1772738835,False,False
0x8dd4df4ce580b9644437f3375e54f1ab0980822800020000000000000000009c,gnosis,ECLP-wstETH-WETH,0x6d060a785530cB13795b3c5a43320c462811d43b,,2085.6801,5.5988,3.9332,1.6657,0.0000,0.0000,0,0,-3.9192,1773311710,False,False
0x32df62dc3aed2cd6224193052ce665dc181658410002000000000000000003bd,arbitrum,RDNT-WETH,0x8135d6AbFd42707A87A7b94c5CFA3529f9b432AD,,0.0610,384.5062,270.1156,114.3906,0.0000,0.0000,0,0,-269.1543,1773278358,False,False
