target,platform,amount
0xf8C85bd74FeE26831336B51A90587145391a27Ba,balancer,584.4834
0xf8C85bd74FeE26831336B51A90587145391a27Ba,aura,0.0000
0x0d1b58fB1fC10F2160178DE1eAE2d520335ee372,balancer,1059.6735
0x0d1b58fB1fC10F2160178DE1eAE2d520335ee372,aura,0.0000
0xf8A95653CC7ee59AfA2304DcC518c431a15C292C,balancer,1043.0383
0xf8A95653CC7ee59AfA2304DcC518c431a15C292C,aura,0.0000
0x8135d6AbFd42707A87A7b94c5CFA3529f9b432AD,balancer,0.0000
0x8135d6AbFd42707A87A7b94c5CFA3529f9b432AD,aura,1213.6121
0x1e916950A659Da9813EE34479BFf04C732E03deb,balancer,246.4184
0x1e916950A659Da9813EE34479BFf04C732E03deb,aura,0.0000
0x9965713498c74aee49cEf80B2195461F188F24f8,balancer,646.7699
0x9965713498c74aee49cEf80B2195461F188F24f8,aura,0.0000
0xd75026F8723b94d9a360A282080492d905c6A558,balancer,993.7939
0xd75026F8723b94d9a360A282080492d905c6A558,aura,0.0000
0x5B5BAD6A124C5f45b4289908bA15Ff0047928648,balancer,0.0000
0x5B5BAD6A124C5f45b4289908bA15Ff0047928648,aura,1634.7493
0xC859BF9d7B8C557bBd229565124c2C09269F3aEF,balancer,358.4807
0xC859BF9d7B8C557bBd229565124c2C09269F3aEF,aura,1197.3888
0x79eF6103A513951a3b25743DB509E267685726B7,balancer,5533.6343
0x79eF6103A513951a3b25743DB509E267685726B7,aura,0.0000
0xf7B0751Fea697cf1A541A5f57D11058a8fB794ee,balancer,588.3506
0xf7B0751Fea697cf1A541A5f57D11058a8fB794ee,aura,2192.8779
0x0021e01B9fAb840567a8291b864fF783894EabC6,balancer,581.2887
0x0021e01B9fAb840567a8291b864fF783894EabC6,aura,2545.6839
0xa8B309a75f0D64ED632d45A003c68A30e59A1D8b,balancer,496.3173
0xa8B309a75f0D64ED632d45A003c68A30e59A1D8b,aura,2734.4899
0x5C0F23A5c1be65Fa710d385814a7Fd1Bda480b1C,balancer,423.2073
0x5C0F23A5c1be65Fa710d385814a7Fd1Bda480b1C,aura,5228.6278
0xbf65b3fA6c208762eD74e82d4AEfCDDfd0323648,balancer,859.0990
0xbf65b3fA6c208762eD74e82d4AEfCDDfd0323648,aura,0.0000
0x15C84754c7445D0DF6c613f1490cA07654347c1B,balancer,317.3485
0x15C84754c7445D0DF6c613f1490cA07654347c1B,aura,1008.6284
0xA00DB7d9c465e95e4AA814A9340B9A161364470a,balancer,267.5285
0xA00DB7d9c465e95e4AA814A9340B9A161364470a,aura,818.7322
0x10A19e7eE7d7F8a52822f6817de8ea18204F2e4f,payment,26606.05963488265354976080147
