pool_id,chain,symbol,bpt_price,earned_fees,fees_to_vebal,fees_to_dao,total_incentives,aura_incentives,bal_incentives,redirected_incentives,reroute_incentives,last_join_exit,is_partner
0xcd78a20c597e367a4e478a2411ceb790604d7c8f000000000000000000000c22,polygon,maticX-WMATIC-BPT,0.1847,923.9570,115.4946,161.6925,646.7699,0.0000,646.7699,0.0000,0,1751405588,False
0x93d199263632a4ef4bb438f1feb99e57b4b5f0bd0000000000000000000005c2,mainnet,Lido,2538.4857,9428.0328,1178.5041,1649.9057,5651.8351,5228.6278,423.2073,702.1179,0,1751389235,True
0x1e19cf2d73a72ef1332c882f20534b6519be0276000200000000000000000112,mainnet,Rocket Pool,2532.4529,9230.8578,1153.8572,1615.4001,5533.6343,0.0000,5533.6343,687.4340,0,1751507519,True
0x596192bb6e41802428ac943d2f1476c1af25cc0e000000000000000000000659,mainnet,ezETH-WETH-BPT,2503.4491,4171.6292,521.4537,730.0351,3230.8071,2734.4899,496.3173,310.6667,0,1751536907,False
0x42ed016f826165c2e5976fe5bc3df540c5ad0af700000000000000000000058b,mainnet,wstETH-rETH-sfrxETH-BPT,2521.9421,4037.5577,504.6947,706.5726,3126.9726,2545.6839,581.2887,300.6822,0,1751225135,False
0x36be1e97ea98ab43b4debf92742517266f5731a3000200000000000000000466,mainnet,50wstETH-50ACX,21.9717,3591.1317,448.8915,628.4481,2781.2285,2192.8779,588.3506,267.4363,0,1751247359,False
0x05ff47afada98a98982113758878f9a8b9fdda0a000000000000000000000645,mainnet,weETH/rETH,2503.8169,2008.9440,251.1180,351.5652,1555.8695,1197.3888,358.4807,149.6087,0,1751496383,False
0x3ff3a210e57cfe679d9ad1e9ba6453a716c56a2e0002000000000000000005d5,mainnet,STG/USDC,0.4078,1712.1059,214.0132,299.6185,1325.9769,1008.6284,317.3485,127.5028,0,1751386559,False
0x41fdbea2e52790c0a1dc374f07b628741f2e062d0002000000000000000006be,mainnet,ECLP-stdeUSD-deUSD,1.0131,1402.5835,175.3229,245.4521,1086.2607,818.7322,267.5285,104.4522,0,1751300027,False
0xdfe6e7e18f6cc65fa13c8d8966013d4fda74b6ba000000000000000000000558,mainnet,ankrETH/wstETH,2520.2637,1109.2716,138.6589,194.1225,859.0990,0.0000,859.0990,82.6089,0,1751363663,False
0x848a5564158d84b8a8fb68ab5d004fae11619a5400000000000000000000066a,mainnet,weETH/ezETH/rswETH,2513.6364,686.6046,85.8256,120.1558,0.0000,0.0000,0.0000,-480.6232,0,1751437739,False
0xb91159aa527d4769cb9faf3e4adb760c7e8c8ea700000000000000000000067c,mainnet,ETHx/wstETH,2492.5234,644.6499,80.5812,112.8137,0.0000,0.0000,0.0000,-451.2549,0,1751347283,False
0xb819feef8f0fcdc268afe14162983a69f6bf179e000000000000000000000689,mainnet,sUSDe/USDC,1.0950,559.8791,69.9849,97.9788,0.0000,0.0000,0.0000,-391.9154,0,1751357339,False
0x8353157092ed8be69a9df8f95af097bbf33cb2af0000000000000000000005d9,mainnet,GHO/USDT/USDC,1.0196,513.6647,64.2081,89.8913,0.0000,0.0000,0.0000,-359.5653,0,1751284379,False
0xdd59f89b5b07b7844d72996fc9d83d81acc8219600000000000000000000059e,mainnet,uniETH-WETH,2466.8253,375.8159,46.9770,65.7678,0.0000,0.0000,0.0000,-263.0711,0,1751521463,False
0x1d13531bf6344c102280ce4c458781fbf14dad140000000000000000000006df,mainnet,tETH/wstETH,2931.4489,351.9784,43.9973,61.5962,0.0000,0.0000,0.0000,-246.3849,0,1750776395,False
0xf16aee6a71af1a9bc8f56975a4c2705ca7a782bc0002000000000000000004bb,mainnet,20WETH-80ALCX,20.0457,335.8675,41.9834,58.7768,0.0000,0.0000,0.0000,-235.1073,0,1751325131,False
0x63e0d47a6964ad1565345da9bfa66659f4983f02000000000000000000000681,mainnet,pufETH/wstETH,2496.0594,319.2576,39.9072,55.8701,0.0000,0.0000,0.0000,-223.4803,0,1751189267,False
0xcf7b51ce5755513d4be016b0e28d6edeffa1d52a000200000000000000000617,mainnet,80RDNT-20wETH,0.1768,93.1252,11.6407,16.2969,0.0000,0.0000,0.0000,-65.1877,0,1751459099,False
0x8d93b853849b9884e2bb413444ec23eb5366ee910002000000000000000006b3,mainnet,ECLP-sUSDe-GYD,1.0509,18.0425,2.2553,3.1574,0.0000,0.0000,0.0000,-12.6297,0,1750611071,False
0xda17f3663c5d04c0b316cfa1a04aa53ebbc8c12c0000000000000000000006e7,mainnet,eBTC/wBTC,105840.5095,4.6995,0.5874,0.8224,0.0000,0.0000,0.0000,-3.2897,0,1750453967,False
0x740a691bd31c4176bcb6b8a7a40f1a723537d99d0000000000000000000006b6,mainnet,cdcETH/wstETH,2457.0980,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1748513831,False
0xbad20c15a773bf03ab973302f61fabcea5101f0a000000000000000000000034,gnosis,bb-WETH-wstETH,2481.4173,711.6785,88.9598,124.5437,584.4834,0.0000,584.4834,86.3084,0,1751517630,False
0x8dd4df4ce580b9644437f3375e54f1ab0980822800020000000000000000009c,gnosis,ECLP-wstETH-WETH,2485.4734,75.3724,9.4216,13.1902,0.0000,0.0000,0.0000,-52.7607,0,1751547035,False
0xaa56989be5e6267fc579919576948db3e1f108070002000000000000000000ca,gnosis,ECLP-sDAI-USDC.e-rh,1.0411,42.0868,5.2608,7.3652,0.0000,0.0000,0.0000,-29.4608,0,1751541405,False
0x263a6edafa6444dc2ae550f9eff6344c1686d6aa0002000000000000000000d5,gnosis,ECLP-GYD-AUSDC.e,1.0102,5.8385,0.7298,1.0217,0.0000,0.0000,0.0000,-4.0869,0,1751366550,False
0x1e8b447129984d8a6b652c807dfc3bd1359731330002000000000000000000d6,gnosis,ECLP-GYD-sDAI,1.0226,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1746080220,False
0x007bb7a4bfc214df06474e39142288e99540f2b3000200000000000000000191,base,20WETH-80IMO,4.3475,2335.3562,291.9195,408.6873,1634.7493,1634.7493,0.0000,0.0000,0,1751476169,False
0xc771c1a5905420daec317b154eb13e4198ba97d0000000000000000000000023,base,rETH-WETH-BPT,2495.1111,1419.7056,177.4632,248.4485,993.7939,0.0000,993.7939,0.0000,0,1751524053,False
0xfd2620c9cfcec7d152467633b3b0ca338d3d78cc00000000000000000000001c,avalanche,sAVAX-WAVAX-BPT,18.4615,289.4858,34.7081,48.5913,246.4184,0.0000,246.4184,52.0533,0,1751531334,False
