chain,bribe_market,token_address,gauge_address,amount,amount_mantissa
arbitrum,paladin,0x7dfF72693f6A4149b17e7C6314655f6A9F7c8B33,0x9b237fA1958E3022464343137738926d38815801,314.306322601344993087,314306322601344993087
arbitrum,paladin,0x7dfF72693f6A4149b17e7C6314655f6A9F7c8B33,0x9b237fA1958E3022464343137738926d38815801,392.870710463288645148,392870710463288645148
arbitrum,paladin,0x7dfF72693f6A4149b17e7C6314655f6A9F7c8B33,0x9b237fA1958E3022464343137738926d38815801,320.592449053371892949,320592449053371892949
arbitrum,paladin,0x7dfF72693f6A4149b17e7C6314655f6A9F7c8B33,0x9b237fA1958E3022464343137738926d38815801,400.728124672554418051,400728124672554418051
arbitrum,paladin,0x7dfF72693f6A4149b17e7C6314655f6A9F7c8B33,0x9b237fA1958E3022464343137738926d38815801,391.108502804612558969,391108502804612558969
