chain,total_fees_collected,total_fees_earned_twap,noncore_fees,noncore_to_dao,noncore_to_vebal,noncore_to_beets,dao_share_pct,vebal_share_pct,beets_share_pct
gnosis,18847.9461,1462.9376,17385.0085,3042.3765,14342.6320,0.0000,17.50,82.50,0.00
arbitrum,11030.5507,6599.0858,4431.4649,775.5064,3655.9585,0.0000,17.50,82.50,0.00
avalanche,1266.8515,351.3079,915.5435,160.2201,755.3234,0.0000,17.50,82.50,0.00
polygon,17531.3796,251.0829,17280.2967,3024.0519,14256.2448,0.0000,17.50,82.50,0.00
base,4083.8630,3615.3521,468.5109,81.9894,386.5215,0.0000,17.50,82.50,0.00
optimism,3409.7533,2798.5987,611.1546,53.4760,252.1013,305.5773,17.50,82.50,50.00
mainnet,148575.1503,67196.1859,81378.9644,14241.3188,67137.6456,0.0000,17.50,82.50,0.00
