chain,total_fees_collected,total_fees_earned_twap,noncore_fees,noncore_to_dao,noncore_to_vebal,noncore_to_beets,dao_share_pct,vebal_share_pct,beets_share_pct
base,5278.0748,4229.6304,1048.4444,183.4778,864.9667,0.0000,17.50,82.50,0.00
arbitrum,9146.9843,5533.4195,3613.5647,632.3738,2981.1909,0.0000,17.50,82.50,0.00
polygon,5579.2711,876.3127,4702.9584,823.0177,3879.9406,0.0000,17.50,82.50,0.00
optimism,5735.5833,2373.3379,3362.2453,294.1965,1386.9262,1681.1227,17.50,82.50,50.00
avalanche,586.8314,448.1088,138.7226,24.2765,114.4461,0.0000,17.50,82.50,0.00
gnosis,14958.6753,3698.0293,11260.6460,1970.6130,9290.0329,0.0000,17.50,82.50,0.00
mainnet,102935.3758,70362.1352,32573.2405,5700.3171,26872.9234,0.0000,17.50,82.50,0.00
